,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
18766,1999-03-28T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18767,1999-03-29T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18768,1999-03-30T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18769,1999-03-31T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18770,1999-04-01T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18771,1999-04-02T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18772,1999-04-03T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18773,1999-04-04T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18774,1999-04-05T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18775,1999-04-06T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18776,1999-04-07T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18777,1999-04-08T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18778,1999-04-09T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18779,1999-04-10T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18780,1999-04-11T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18781,1999-04-12T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,66.7,5300584,SHOSHONE POWER PLANT
18782,1999-04-12T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,33.3,5300584,SHOSHONE POWER PLANT
18783,1999-04-13T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18784,1999-04-14T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18785,1999-04-15T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18786,1999-04-16T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18787,1999-04-17T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18788,1999-04-18T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18789,1999-04-19T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18790,1999-04-20T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,100.0,5300584,SHOSHONE POWER PLANT
18791,1999-04-21T00:00:00.0000000,3703765,PILGRIM RANCH POND NO 15,33.3,5300584,SHOSHONE POWER PLANT
18792,1999-01-01T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18793,1999-01-02T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18794,1999-01-03T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18795,1999-01-04T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
18796,1999-03-22T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,66.7,5300584,SHOSHONE POWER PLANT
18797,1999-03-23T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18798,1999-03-24T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18799,1999-03-25T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18800,1999-03-26T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18801,1999-03-27T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18802,1999-03-28T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18803,1999-03-29T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18804,1999-03-30T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18805,1999-03-31T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18806,1999-04-01T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18807,1999-04-02T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18808,1999-04-03T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18809,1999-04-04T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18810,1999-04-05T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18811,1999-04-06T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18812,1999-04-07T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18813,1999-04-08T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18814,1999-04-09T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18815,1999-04-10T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18816,1999-04-11T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18817,1999-04-12T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,66.7,5300584,SHOSHONE POWER PLANT
18818,1999-04-12T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
18819,1999-04-13T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18820,1999-04-14T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18821,1999-04-15T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18822,1999-04-16T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18823,1999-04-17T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18824,1999-04-18T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18825,1999-04-19T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18826,1999-04-20T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,100.0,5300584,SHOSHONE POWER PLANT
18827,1999-04-21T00:00:00.0000000,3703753,PILGRIM RANCH POND NO 3,33.3,5300584,SHOSHONE POWER PLANT
18828,1999-01-01T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18829,1999-01-02T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18830,1999-01-03T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18831,1999-01-04T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,33.3,5300584,SHOSHONE POWER PLANT
18832,1999-03-22T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,66.7,5300584,SHOSHONE POWER PLANT
18833,1999-03-23T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18834,1999-03-24T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18835,1999-03-25T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18836,1999-03-26T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18837,1999-03-27T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18838,1999-03-28T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18839,1999-03-29T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18840,1999-03-30T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18841,1999-03-31T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18842,1999-04-01T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18843,1999-04-02T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18844,1999-04-03T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18845,1999-04-04T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18846,1999-04-05T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18847,1999-04-06T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18848,1999-04-07T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18849,1999-04-08T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18850,1999-04-09T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18851,1999-04-10T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18852,1999-04-11T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18853,1999-04-12T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,66.7,5300584,SHOSHONE POWER PLANT
18854,1999-04-12T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,33.3,5300584,SHOSHONE POWER PLANT
18855,1999-04-13T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18856,1999-04-14T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18857,1999-04-15T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18858,1999-04-16T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18859,1999-04-17T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18860,1999-04-18T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18861,1999-04-19T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18862,1999-04-20T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,100.0,5300584,SHOSHONE POWER PLANT
18863,1999-04-21T00:00:00.0000000,3703754,PILGRIM RANCH POND NO 4,33.3,5300584,SHOSHONE POWER PLANT
18864,1999-01-01T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18865,1999-01-02T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18866,1999-01-03T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18867,1999-01-04T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,33.3,5300584,SHOSHONE POWER PLANT
18868,1999-03-22T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,66.7,5300584,SHOSHONE POWER PLANT
18869,1999-03-23T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18870,1999-03-24T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18871,1999-03-25T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18872,1999-03-26T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18873,1999-03-27T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18874,1999-03-28T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18875,1999-03-29T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18876,1999-03-30T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18877,1999-03-31T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18878,1999-04-01T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18879,1999-04-02T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18880,1999-04-03T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18881,1999-04-04T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18882,1999-04-05T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18883,1999-04-06T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18884,1999-04-07T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18885,1999-04-08T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18886,1999-04-09T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18887,1999-04-10T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18888,1999-04-11T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18889,1999-04-12T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,66.7,5300584,SHOSHONE POWER PLANT
18890,1999-04-12T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,33.3,5300584,SHOSHONE POWER PLANT
18891,1999-04-13T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18892,1999-04-14T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18893,1999-04-15T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18894,1999-04-16T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18895,1999-04-17T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18896,1999-04-18T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18897,1999-04-19T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18898,1999-04-20T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,100.0,5300584,SHOSHONE POWER PLANT
18899,1999-04-21T00:00:00.0000000,3703755,PILGRIM RANCH POND NO 5,33.3,5300584,SHOSHONE POWER PLANT
18900,1999-01-01T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18901,1999-01-02T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18902,1999-01-03T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18903,1999-01-04T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,33.3,5300584,SHOSHONE POWER PLANT
18904,1999-03-22T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,66.7,5300584,SHOSHONE POWER PLANT
18905,1999-03-23T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18906,1999-03-24T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18907,1999-03-25T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18908,1999-03-26T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18909,1999-03-27T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18910,1999-03-28T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18911,1999-03-29T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18912,1999-03-30T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18913,1999-03-31T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18914,1999-04-01T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18915,1999-04-02T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18916,1999-04-03T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18917,1999-04-04T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18918,1999-04-05T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18919,1999-04-06T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18920,1999-04-07T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18921,1999-04-08T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18922,1999-04-09T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18923,1999-04-10T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18924,1999-04-11T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18925,1999-04-12T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,66.7,5300584,SHOSHONE POWER PLANT
18926,1999-04-12T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,33.3,5300584,SHOSHONE POWER PLANT
18927,1999-04-13T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18928,1999-04-14T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18929,1999-04-15T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18930,1999-04-16T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18931,1999-04-17T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18932,1999-04-18T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18933,1999-04-19T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18934,1999-04-20T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,100.0,5300584,SHOSHONE POWER PLANT
18935,1999-04-21T00:00:00.0000000,3703756,PILGRIM RANCH POND NO 6,33.3,5300584,SHOSHONE POWER PLANT
18936,1999-01-01T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18937,1999-01-02T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18938,1999-01-03T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18939,1999-01-04T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,33.3,5300584,SHOSHONE POWER PLANT
18940,1999-03-22T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,66.7,5300584,SHOSHONE POWER PLANT
18941,1999-03-23T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18942,1999-03-24T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18943,1999-03-25T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18944,1999-03-26T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18945,1999-03-27T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18946,1999-03-28T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18947,1999-03-29T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18948,1999-03-30T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18949,1999-03-31T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18950,1999-04-01T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18951,1999-04-02T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18952,1999-04-03T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18953,1999-04-04T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18954,1999-04-05T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18955,1999-04-06T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18956,1999-04-07T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18957,1999-04-08T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18958,1999-04-09T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18959,1999-04-10T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18960,1999-04-11T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18961,1999-04-12T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,66.7,5300584,SHOSHONE POWER PLANT
18962,1999-04-12T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,33.3,5300584,SHOSHONE POWER PLANT
18963,1999-04-13T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18964,1999-04-14T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18965,1999-04-15T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18966,1999-04-16T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18967,1999-04-17T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18968,1999-04-18T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18969,1999-04-19T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18970,1999-04-20T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,100.0,5300584,SHOSHONE POWER PLANT
18971,1999-04-21T00:00:00.0000000,3703757,PILGRIM RANCH POND NO 7,33.3,5300584,SHOSHONE POWER PLANT
18972,1999-01-01T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18973,1999-01-02T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18974,1999-01-03T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18975,1999-01-04T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,33.3,5300584,SHOSHONE POWER PLANT
18976,1999-03-22T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,66.7,5300584,SHOSHONE POWER PLANT
18977,1999-03-23T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18978,1999-03-24T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18979,1999-03-25T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18980,1999-03-26T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18981,1999-03-27T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18982,1999-03-28T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
