,analysisDate,analysisWdid,analysisStructureName,analysisOutOfPriorityPercentOfDay,priorityWdid,priorityStructure
18983,1999-03-29T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18984,1999-03-30T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18985,1999-03-31T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18986,1999-04-01T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18987,1999-04-02T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18988,1999-04-03T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18989,1999-04-04T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18990,1999-04-05T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18991,1999-04-06T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18992,1999-04-07T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18993,1999-04-08T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18994,1999-04-09T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18995,1999-04-10T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18996,1999-04-11T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
18997,1999-04-12T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,66.7,5300584,SHOSHONE POWER PLANT
18998,1999-04-12T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,33.3,5300584,SHOSHONE POWER PLANT
18999,1999-04-13T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19000,1999-04-14T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19001,1999-04-15T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19002,1999-04-16T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19003,1999-04-17T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19004,1999-04-18T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19005,1999-04-19T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19006,1999-04-20T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,100.0,5300584,SHOSHONE POWER PLANT
19007,1999-04-21T00:00:00.0000000,3703759,PILGRIM RANCH POND NO 9,33.3,5300584,SHOSHONE POWER PLANT
19008,1999-01-01T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19009,1999-01-02T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19010,1999-01-03T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19011,1999-01-04T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,33.3,5300584,SHOSHONE POWER PLANT
19012,1999-03-22T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,66.7,5300584,SHOSHONE POWER PLANT
19013,1999-03-23T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19014,1999-03-24T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19015,1999-03-25T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19016,1999-03-26T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19017,1999-03-27T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19018,1999-03-28T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19019,1999-03-29T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19020,1999-03-30T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19021,1999-03-31T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19022,1999-04-01T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19023,1999-04-02T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19024,1999-04-03T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19025,1999-04-04T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19026,1999-04-05T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19027,1999-04-06T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19028,1999-04-07T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19029,1999-04-08T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19030,1999-04-09T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19031,1999-04-10T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19032,1999-04-11T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19033,1999-04-12T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,66.7,5300584,SHOSHONE POWER PLANT
19034,1999-04-12T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,33.3,5300584,SHOSHONE POWER PLANT
19035,1999-04-13T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19036,1999-04-14T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19037,1999-04-15T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19038,1999-04-16T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19039,1999-04-17T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19040,1999-04-18T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19041,1999-04-19T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19042,1999-04-20T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,100.0,5300584,SHOSHONE POWER PLANT
19043,1999-04-21T00:00:00.0000000,3703760,PILGRIM RANCH POND NO 10,33.3,5300584,SHOSHONE POWER PLANT
19044,1999-01-01T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19045,1999-01-02T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19046,1999-01-03T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19047,1999-01-04T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,33.3,5300584,SHOSHONE POWER PLANT
19048,1999-03-22T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,66.7,5300584,SHOSHONE POWER PLANT
19049,1999-03-23T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19050,1999-03-24T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19051,1999-03-25T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19052,1999-03-26T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19053,1999-03-27T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19054,1999-03-28T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19055,1999-03-29T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19056,1999-03-30T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19057,1999-03-31T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19058,1999-04-01T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19059,1999-04-02T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19060,1999-04-03T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19061,1999-04-04T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19062,1999-04-05T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19063,1999-04-06T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19064,1999-04-07T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19065,1999-04-08T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19066,1999-04-09T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19067,1999-04-10T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19068,1999-04-11T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19069,1999-04-12T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,66.7,5300584,SHOSHONE POWER PLANT
19070,1999-04-12T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,33.3,5300584,SHOSHONE POWER PLANT
19071,1999-04-13T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19072,1999-04-14T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19073,1999-04-15T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19074,1999-04-16T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19075,1999-04-17T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19076,1999-04-18T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19077,1999-04-19T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19078,1999-04-20T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,100.0,5300584,SHOSHONE POWER PLANT
19079,1999-04-21T00:00:00.0000000,5103748,LEWIS POND EMPOUNDMENT,33.3,5300584,SHOSHONE POWER PLANT
19080,1999-01-01T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19081,1999-01-02T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19082,1999-01-03T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19083,1999-01-04T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,33.3,5300584,SHOSHONE POWER PLANT
19084,1999-03-22T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,66.7,5300584,SHOSHONE POWER PLANT
19085,1999-03-23T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19086,1999-03-24T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19087,1999-03-25T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19088,1999-03-26T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19089,1999-03-27T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19090,1999-03-28T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19091,1999-03-29T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19092,1999-03-30T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19093,1999-03-31T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19094,1999-04-01T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19095,1999-04-02T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19096,1999-04-03T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19097,1999-04-04T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19098,1999-04-05T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19099,1999-04-06T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19100,1999-04-07T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19101,1999-04-08T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19102,1999-04-09T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19103,1999-04-10T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19104,1999-04-11T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19105,1999-04-12T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,66.7,5300584,SHOSHONE POWER PLANT
19106,1999-04-12T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,33.3,5300584,SHOSHONE POWER PLANT
19107,1999-04-13T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19108,1999-04-14T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19109,1999-04-15T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19110,1999-04-16T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19111,1999-04-17T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19112,1999-04-18T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19113,1999-04-19T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19114,1999-04-20T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,100.0,5300584,SHOSHONE POWER PLANT
19115,1999-04-21T00:00:00.0000000,3703645,WATERFORD RANCH PD P7-1,33.3,5300584,SHOSHONE POWER PLANT
19116,1999-01-01T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19117,1999-01-02T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19118,1999-01-03T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19119,1999-01-04T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,33.3,5300584,SHOSHONE POWER PLANT
19120,1999-03-22T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,66.7,5300584,SHOSHONE POWER PLANT
19121,1999-03-23T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19122,1999-03-24T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19123,1999-03-25T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19124,1999-03-26T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19125,1999-03-27T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19126,1999-03-28T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19127,1999-03-29T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19128,1999-03-30T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19129,1999-03-31T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19130,1999-04-01T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19131,1999-04-02T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19132,1999-04-03T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19133,1999-04-04T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19134,1999-04-05T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19135,1999-04-06T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19136,1999-04-07T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19137,1999-04-08T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19138,1999-04-09T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19139,1999-04-10T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19140,1999-04-11T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19141,1999-04-12T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,66.7,5300584,SHOSHONE POWER PLANT
19142,1999-04-12T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,33.3,5300584,SHOSHONE POWER PLANT
19143,1999-04-13T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19144,1999-04-14T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19145,1999-04-15T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19146,1999-04-16T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19147,1999-04-17T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19148,1999-04-18T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19149,1999-04-19T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19150,1999-04-20T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,100.0,5300584,SHOSHONE POWER PLANT
19151,1999-04-21T00:00:00.0000000,3703659,WATERFORD RANCH PD P8-2,33.3,5300584,SHOSHONE POWER PLANT
19152,1999-01-01T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19153,1999-01-02T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19154,1999-01-03T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19155,1999-01-04T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,33.3,5300584,SHOSHONE POWER PLANT
19156,1999-03-22T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,66.7,5300584,SHOSHONE POWER PLANT
19157,1999-03-23T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19158,1999-03-24T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19159,1999-03-25T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19160,1999-03-26T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19161,1999-03-27T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19162,1999-03-28T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19163,1999-03-29T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19164,1999-03-30T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19165,1999-03-31T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19166,1999-04-01T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19167,1999-04-02T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19168,1999-04-03T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19169,1999-04-04T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19170,1999-04-05T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19171,1999-04-06T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19172,1999-04-07T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19173,1999-04-08T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19174,1999-04-09T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19175,1999-04-10T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19176,1999-04-11T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19177,1999-04-12T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,66.7,5300584,SHOSHONE POWER PLANT
19178,1999-04-12T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,33.3,5300584,SHOSHONE POWER PLANT
19179,1999-04-13T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19180,1999-04-14T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19181,1999-04-15T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19182,1999-04-16T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19183,1999-04-17T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19184,1999-04-18T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19185,1999-04-19T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19186,1999-04-20T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,100.0,5300584,SHOSHONE POWER PLANT
19187,1999-04-21T00:00:00.0000000,3703665,WATERFORD RANCH PD P19-1,33.3,5300584,SHOSHONE POWER PLANT
19188,1999-01-01T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19189,1999-01-02T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19190,1999-01-03T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19191,1999-01-04T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,33.3,5300584,SHOSHONE POWER PLANT
19192,1999-03-22T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,66.7,5300584,SHOSHONE POWER PLANT
19193,1999-03-23T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19194,1999-03-24T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19195,1999-03-25T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19196,1999-03-26T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19197,1999-03-27T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19198,1999-03-28T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
19199,1999-03-29T00:00:00.0000000,5303955,BEAVER DAM RESERVOIR,100.0,5300584,SHOSHONE POWER PLANT
