adminNumber,streamMile,netAbs,wdid,latitude,longitude,adjudicationDate
47796,52.96,87120,3803776,39.1332,-106.758262,12/31/1980
47827,52.41,26397360,5003624,40.346619,-106.605395,12/31/1980
47847.29584,11.29,4356,3903996,39.730828,-107.869166,12/31/1981
47847.3141,4,4356,4503699,39.513785,-107.391929,12/31/1981
47847.32872,0.34,108900,3703684,39.647376,-106.608592,12/31/1981
47847.36676,5.14,18077.4,7203943,39.216924,-107.736172,12/31/1981
47847.38715,2.89,4356,4503630,39.522386,-107.421167,12/31/1981
47847.40907,3.61,87120,4503676,39.512469,-107.536658,12/31/1981
47847.42003,8.94,43560,4503595,39.451178,-107.767607,12/31/1981
47847.42368,8.13,52272,4503598,39.448679,-107.752324,12/31/1981
47847.42976,6.42,13068,3803803,39.208652,-106.945466,12/31/1981
47847.45595,1.75,366775.2,3803562,39.22049,-106.892233,12/31/1981
47847.46386,8.08,17424,4503601,39.448559,-107.745171,12/31/1981
47847.46783,36.04,196020,7203941,39.066791,-108.605542,12/31/1981
47847.46842,35.97,1415700,7203938,39.057425,-108.611904,12/31/1981
47847.47116,2.34,13372.92,3803790,39.468056,-107.322044,12/31/1981
47847.47359,6.22,87120,4503667,39.430317,-107.765463,12/31/1981
47847.47389,6.14,34848,4503665,39.429056,-107.764158,12/31/1981
47847.47634,4.58,174240,4503703,39.504525,-107.410835,12/31/1981
47847.47784,6.77,21780,3803785,39.453713,-107.168283,12/31/1981
47847.47786,5.49,34848,4503600,39.432025,-107.755489,12/31/1981
47869,14.28,3039006960,3803713,39.363693,-106.818708,12/31/1981
47879,4.19,343252.8,3803778,39.416177,-107.083523,12/31/1981
47884,0.34,204732,3703684,39.647376,-106.608592,12/31/1981
47888,2.12,87120,3703751,39.6051,-106.619595,12/31/1981
47921,15.28,196020,5103750,39.98899,-105.828393,12/31/1981
48027,9.67,188614.8,3803871,39.395989,-107.355715,12/31/1980
48029,2.21,87120,7203935,39.080783,-108.656714,12/31/1981
48065,5.21,87555.6,3803930,39.460118,-107.195979,12/31/1981
48132,72.68,15681600,7203979,39.289422,-108.231218,12/31/1981
48152,43.75,3833.28,3803948,39.205035,-106.829648,12/31/1981
48172,0.18,162914.4,3803685,39.29634,-106.921194,12/31/1981
48182,11.29,10890,3903997,39.730493,-107.869049,12/31/1981
48212.19722,12.56,21780,3903541,39.737823,-107.691211,12/31/1982
48212.31776,5.13,13155120,3703522,39.716309,-106.824275,12/31/1982
48212.36676,14.78,65340,7203940,39.279627,-108.598773,12/31/1982
48212.39993,281.45,3158100,5104051,40.280673,-105.857048,12/31/1982
48212.40754,39.97,1089000,3603636,39.671391,-106.09451,12/31/1982
48212.44803,1.33,12.9,3601085,39.501493,-106.156528,12/31/1982
48212.46873,5.45,27617040,7203854,39.084047,-108.274104,12/31/1982
48212.47233,3.29,2500344,5003616,40.196426,-106.45715,12/31/1982
48212.47389,3.29,4378651.2,5003616,40.196426,-106.45715,12/31/1982
48212.47671,114.22,696960,3903542,39.553421,-107.718169,12/31/1982
48212.47755,4.5,22519213.2,5003645,40.269641,-106.544716,12/31/1982
48212.47915,8.06,129,3600985,39.963351,-106.358788,12/31/1982
48212.47968,2.56,104544,3903545,39.607512,-108.105558,12/31/1982
48212.47999,1.28,653400,3603635,39.722726,-106.155511,12/31/1982
48212.48013,1.4,217800,3803794,39.421689,-107.111589,12/31/1982
48302,113.18,87120,3903515,39.545237,-107.724527,12/31/1982
48322,3.25,217800,3803979,39.43982,-107.166689,12/31/1982
48339,2.67,3484800,5003655,40.271142,-106.566449,12/31/1982
48347,7.62,123057,3903991,39.590646,-107.75765,12/31/1982
48364,4.89,139392,3803586,39.424837,-107.083398,12/31/1982
48485,43.8,5017676.4,5003651,40.298254,-106.547344,12/31/1982
48577.3141,263.68,500940,5104053,40.12344,-105.894323,12/31/1983
48577.32141,10.49,304920,5104054,40.015659,-105.938188,12/31/1983
48577.33237,10.93,217800,3903994,39.723174,-107.875054,12/31/1983
48577.39291,35.71,100,3804625,39.244396,-106.530528,12/31/1983
48577.4042,15.25,52272,3703695,39.649241,-106.838081,12/31/1983
48577.44711,0.51,21780,3803799,39.412104,-107.233455,12/31/1983
48577.45449,35.7,19166.4,3803968,39.288711,-106.906737,12/31/1983
48577.47297,0.23,13068,3803798,39.407394,-107.233449,12/31/1983
48577.4739,3.97,13307580,5003618,40.153968,-106.458449,12/31/1983
48577.4767,1.41,261360,3603624,39.526719,-106.026053,12/31/1983
48577.48332,90.37,87120,4503646,39.443504,-108.033236,12/31/1983
48577.4838,13.84,105850.8,3803797,39.246365,-107.238702,12/31/1983
48577.48456,7.76,3049.2,7203948,39.156206,-107.910054,12/31/1983
48577.48487,5.45,500068.8,7203854,39.084047,-108.274104,12/31/1983
48577.48517,7.17,4356,3803793,39.252588,-106.978389,12/31/1983
48735,1.67,1159131.6,4503693,39.528252,-107.610346,12/31/1983
48800,11.13,30492,3803966,39.205767,-106.983279,12/31/1983
48827,42.22,87120,3601100,39.647848,-106.068998,12/31/1983
48832,2.12,14374.8,3703756,39.598941,-106.619513,12/31/1983
48878,1.96,435600,3804060,39.216886,-106.88785,12/31/1983
48942.31776,8.48,130680,5103748,39.979804,-106.145915,12/31/1984
48942.34482,11.79,6098.4,4503690,39.406698,-107.502892,12/31/1984
48942.35064,9.24,653400,3703665,39.776694,-106.738882,12/31/1984
48942.40389,44.88,43560,3803984,39.202296,-106.810741,12/31/1984
48942.47359,24.59,21780,3803960,39.115742,-107.267124,12/31/1984
48942.47664,1.51,87120,5303955,39.752486,-107.12523,12/31/1984
48942.4812,6.6,21780,3803985,39.460357,-107.171754,12/31/1984
48942.48486,44.98,91476,7203975,39.046781,-108.474705,12/31/1984
48942.48698,0.13,300564,3803971,39.2066,-106.857923,12/31/1984
48942.48884,263.42,753588,5104052,40.122046,-105.898147,12/31/1984
49102,2.19,871200,3803970,39.496783,-107.158654,12/31/1984
49216,5.66,1900087.2,5003648,40.218145,-106.494023,12/31/1982
49304,2.31,348480,3703681,39.792902,-106.680825,12/31/1984
49308.39659,6.71,1306800,5103747,39.981081,-105.784452,12/31/1985
49308.42613,7.65,588060,5104010,39.939922,-105.912822,12/31/1985
49308.42733,35.49,8712,3804198,39.287846,-106.913361,12/31/1985
49308.43585,38.36,174240,3803993,39.261096,-106.869483,12/31/1985
49308.44803,0.33,2273832,5103745,39.989027,-105.854472,12/31/1985
49308.45168,248.77,217800,5103746,40.063495,-106.106942,12/31/1985
49308.46537,5.26,43560,3803988,39.43046,-107.307574,12/31/1985
49308.4819,44.3,257004,3803992,39.208964,-106.821763,12/31/1985
49308.4885,0.47,540144,3603662,39.663604,-106.087135,12/31/1985
49308.48942,35.52,43560,3804199,39.287565,-106.912367,12/31/1985
49308.49124,0.7,8712,3703689,39.659236,-106.599273,12/31/1985
49308.49216,1.01,108900,3603668,39.661997,-106.090062,12/31/1985
49308.49249,1.39,65340,3803980,39.359028,-107.182318,12/31/1985
49338,0.39,297514.8,3803986,39.306337,-106.981569,12/31/1985
49348,0,43560,3903998,39.566514,-107.66755,12/31/1985
49403,10.86,27094320,5000617,40.160817,-106.559201,12/31/1985
49423,5.46,647301.6,3803990,39.428296,-107.31129,12/31/1985
49451,3.53,14,5000762,40.180947,-106.492379,12/31/1985
49490,30.13,87120,5003659,40.258381,-106.460919,12/31/1985
49535,6.33,32670,3804006,39.241401,-106.8009,12/31/1985
49563,4.78,87120,3603694,39.640967,-105.87645,12/31/1985
49566,0,217800,7204097,39.183481,-108.147281,12/31/1985
49581,1.25,139392,3603669,39.671443,-106.094566,12/31/1985
49620,12.83,75,3802112,39.419256,-107.23629,12/31/1985
49658,15.89,65340,3803998,39.221835,-107.224466,12/31/1985
49673.27758,3.23,609840,3804057,39.199558,-106.887386,12/31/1986
49673.34482,11.33,1001.88,4503698,39.407946,-107.509852,12/31/1986
49673.41637,3.94,174240,3804011,39.19552,-106.88919,12/31/1986
49673.42368,4.08,2101770,5003661,40.097773,-106.318385,12/31/1986
49673.46173,3.72,409464,7204102,39.113849,-108.175831,12/31/1986
49673.47786,0.62,2314778.4,3603625,39.793039,-106.179239,12/31/1986
49673.48363,4.01,1306.8,3804009,39.1572,-106.845373,12/31/1986
49673.49582,3.25,96703.2,3803554,39.439313,-107.166325,12/31/1986
49746,49.01,32,3602037,39.569947,-106.049489,12/31/1986
49796,1.91,14157,3703688,39.635835,-106.659852,12/31/1986
49802,0.01,14,3702056,39.608804,-106.449249,12/31/1986
49833,2.12,31798.8,3703686,39.609089,-106.614158,12/31/1986
49862,4.15,8712,3804013,39.192352,-106.892265,12/31/1986
49949,4.01,9583.2,3804009,39.1572,-106.845373,12/31/1986
50008,23.03,10890,3804079,39.133818,-107.264038,12/31/1986
50038.27545,15.13,435.6,3803877,39.232022,-107.227286,12/31/1987
50038.32658,11.28,132858,3804067,39.073198,-106.801909,12/31/1987
50038.36705,8.47,304920,3804069,39.236556,-106.981539,12/31/1987
50038.40358,2.75,3136320,3804087,39.429683,-107.16627,12/31/1987
50038.41151,1.14,74923.2,3804052,39.316666,-106.981895,12/31/1987
50038.4304,3.42,47480400,5103752,40.262,-106.114546,12/31/1987
50038.44772,2.97,23522.4,3804088,39.431869,-107.16499,12/31/1987
50038.4602,111.92,112384.8,3904001,39.534412,-107.741787,12/31/1987
50038.48023,56.47,13372920,3601044,39.475293,-106.047168,12/31/1987
50038.48212,2.97,130680,3804051,39.20145,-106.893064,12/31/1987
50038.48333,16.81,139392,3804110,39.412951,-107.169736,12/31/1987
50038.49309,44.67,6762080160,3604512,408538,4385936,12/31/1987
50038.49551,5.95,5575680,5303966,39.990398,-106.815526,12/31/1987
50038.49798,0.95,83722.32,3703690,39.637035,-106.950076,12/31/1987
50038.49864,50.66,2395.8,3804050,39.147628,-106.783789,12/31/1987
50038.50024,1.44,16117.2,3804070,39.345742,-107.070574,12/31/1987
50145,1.44,179902.8,3804118,39.304866,-107.01268,12/31/1987
50200,11.28,132858,3804067,39.073198,-106.801909,12/31/1987
50219,8.75,21780,3703706,39.545727,-106.243581,12/31/1987
50282,27.32,8712,5303612,40.054859,-106.996111,12/31/2011
50312,8.33,215186.4,3804075,39.237562,-106.98071,12/31/1987
50313,29.76,125,3602047,39.782832,-106.162255,12/31/1987
50361,2.22,326700,3703969,39.633711,-106.640015,12/31/1987
50386,13.16,2613295080,5003668,40.113067,-106.414864,12/31/1987
50403.27758,49.51,3136320,3803754,39.172456,-106.754204,12/31/1988
50403.35303,5.26,19569765.6,3703524,39.479397,-106.735913,12/31/1988
50403.38654,0.06,217800,5104057,40.06396,-106.191381,12/31/1988
50403.41089,8.42,43560,3703696,39.580016,-106.741896,12/31/1988
50403.47207,0.99,4356,3804367,39.249495,-106.889661,12/31/1988
50403.48687,29.24,217800,3804073,39.075473,-107.213004,12/31/1988
50403.49255,4.15,32670,3803611,39.372385,-107.163376,12/31/1988
50403.49862,8.74,52272,7204108,39.088169,-108.105691,12/31/1988
50403.50115,0.06,25134.12,3805749,39.200769,-106.820915,12/31/1988
50403.50201,20.59,80586,3804072,39.164302,-107.247763,12/31/1988
50403.50233,2.27,108900,3603628,39.966165,-106.323949,12/31/1988
50403.50302,1.14,1742400,3804074,39.240278,-106.845278,12/31/1988
50451,2.73,119790,3804106,39.301129,-106.964745,12/31/1988
50525,3.43,60984,7204105,39.150831,-108.137776,12/31/1988
50534,0,87120,3804137,39.29465,-106.908309,12/31/1988
50556,6.51,261360,3804082,39.380664,-106.93578,12/31/1988
50570,0.97,108900,7204116,39.089484,-108.644656,12/31/1988
50603,2.74,217800,5203978,39.944973,-106.495156,12/31/1988
50635,2.17,36590.4,3904012,39.603489,-107.440064,12/31/1988
50648,8.42,43560,3703697,39.578403,-106.74132,12/31/1988
50726,0.31,152460,5104060,39.935779,-106.136872,12/31/1988
50740,24.77,65340,3804022,39.112779,-107.268954,12/31/1988
50769.13552,44.59,914760,3803726,39.196933,-106.823074,12/31/1989
50769.30316,2.02,435600,3603661,39.968212,-106.327614,12/31/1989
50769.31928,49.99,13068,7204110,39.089037,-108.392117,12/31/1989
50769.37289,50.23,113256,3804091,39.14579,-106.808713,12/31/1989
50769.47116,8.86,1742400,5304034,39.775623,-107.159287,12/31/1989
50769.47664,1.51,401623.2,5303955,39.752486,-107.12523,12/31/1989
50769.48364,1.61,87120,7204107,39.087248,-108.657864,12/31/1989
50769.49171,2.73,87120,3804136,39.174148,-106.84412,12/31/1989
50769.50129,1.56,16117.2,3804092,39.20539,-106.800709,12/31/1989
50769.50158,1.34,38768.4,4503714,39.463212,-107.612137,12/31/1989
50769.5022,47.27,304920,7204106,39.056953,-108.42771,12/31/1989
50769.50556,1.42,43560,4503715,39.492252,-107.599478,12/31/1989
50769.50659,7,217.8,3803607,39.201297,-106.950373,12/31/1989
50769.50702,9.84,104544,5304035,39.777931,-107.170755,12/31/1989
50836,40.35,1189188,3804139,39.245926,-106.854156,12/31/1989
50891,0,10018.8,3804146,39.290734,-106.907663,12/31/1989
50951,1.44,15246,3804086,39.34366,-107.075595,12/31/1989
50961,6.37,20,5102070,40.114969,-105.757478,12/31/1989
50967,10.91,3049.2,3904005,39.720639,-107.86976,12/31/1989
50979,4.47,62726.4,3804105,39.328938,-107.349041,12/31/1989
51013,4.05,4356,3804097,39.15704,-106.848228,12/31/1989
51059,12.14,769705.2,3803815,39.422036,-107.242896,12/31/1979
51125,0.13,453024,3803590,39.204968,-106.852833,12/31/1989
51129,0,217800,3803553,39.293486,-106.896284,12/31/1989
51134.34819,5.37,21780,3904006,39.574152,-107.754971,12/31/1990
51134.34879,7.84,297950.4,3803604,39.465207,-107.27568,12/31/1990
51134.44925,7.97,337590,5304042,39.767742,-107.148487,12/31/1990
51134.46173,3.17,49658400,3803759,39.243091,-106.950427,12/31/1991
51134.47847,47.62,43560,3803939,39.174716,-106.794449,12/31/1990
51134.47999,8.64,60984,3804100,39.2335,-106.979875,12/31/1990
51134.49094,40.35,653400,3804140,39.24834,-106.855233,12/31/1990
51134.49308,8.13,405108,5304043,39.763549,-107.155011,12/31/1990
51134.49338,3.47,43560,7204124,39.283027,-107.955834,12/31/1990
51134.50585,20.54,348480,3803527,39.40023,-107.106925,12/31/1990
51134.50624,2.51,21780,3804150,39.98708,-106.856621,12/31/1990
51134.50769,1.07,159865.2,4503716,39.498165,-107.599394,12/31/1990
51134.5081,1.14,108900,3804158,39.242155,-106.842505,12/31/1990
51134.50948,2.22,43560,3904010,39.611307,-107.548758,12/31/1990
51134.51059,12.06,224334,3803814,39.421179,-107.244589,12/31/1990
51134.51134,1.13,152460,3804099,39.316666,-106.9825,12/31/1990
51195,3.58,87120,4503729,39.506886,-107.617011,12/31/1990
51255,1.33,3606768,3803747,39.340785,-107.191844,12/31/1990
51337,46.57,5445,7204120,39.048877,-108.437385,12/31/1990
51354,1.32,230868,3904007,39.542075,-107.956921,12/31/1990
51361,0.96,217800,3603672,39.650929,-106.092452,12/31/1990
51389,18.52,2352240,4503521,39.331886,-107.48228,12/31/1990
51403,2.24,217800,3803526,39.46944,-107.319486,12/31/1990
51408,3.79,392040,7203949,39.112085,-108.183026,12/31/1990
51424,1.31,43560,3804138,39.205049,-106.804633,12/31/1990
51465,266.25,40,5102089,40.146104,-105.868428,12/31/1990
51499.36889,8.48,297950.4,3803513,39.457438,-107.273629,12/31/1991
51499.38715,29.9,55321.2,5103720,40.329775,-105.998399,12/31/1991
51499.39598,22,130680,5304041,40.057164,-106.890407,12/31/1991
51499.48347,2.68,13.4,3800948,39.346892,-107.166747,12/31/1991
51499.48729,0.45,261360,7204126,39.267519,-107.914206,12/31/1991
51499.49093,0.51,76230,3603656,39.495119,-106.054776,12/31/1991
51499.49125,9.3,131986.8,3804147,39.37988,-106.889884,12/31/1991
51499.49389,0.45,261360,7204126,39.267519,-107.914206,12/31/1991
51499.49414,22,130680,5304041,40.057164,-106.890407,12/31/1991
51499.49825,49.3,25700.4,3804157,39.160755,-106.788356,12/31/1991
51499.50038,3.61,731808,5304051,39.960171,-106.793091,12/31/1991
51499.50982,1.24,1110344.4,3803515,39.292663,-106.990935,12/31/1991
51499.51074,1.51,47916,5104062,40.099403,-105.947544,12/31/1991
51499.51088,58.56,769269.6,3703742,39.447145,-106.331829,12/31/1991
51499.5125,2.91,820670.4,3703958,39.62201,-106.664485,12/31/1991
51499.51328,0.49,261360,3703736,39.656873,-106.626646,12/31/1991
51499.51368,3.25,1010592,3703724,39.583339,-106.608996,12/31/1991
51499.51416,21.58,239580,3804156,39.395122,-107.080908,12/31/1991
51499.51437,2.38,174240,7204125,39.216425,-107.949651,12/31/1991
51499.5148,8.48,184694.4,3803513,39.457438,-107.273629,12/31/1991
51619,21.58,2466367.2,3804154,39.390912,-107.083654,12/31/1991
51687,8.98,71874,3804148,39.378592,-106.896492,12/31/1991
51695,200.7,739213.2,5203946,39.83571,-106.690446,12/31/1991
51726,25.97,871200,3703732,39.698537,-106.695701,12/31/1991
51818,29.9,26745.84,5103720,40.329775,-105.998399,12/31/1991
51829,2.89,4791.6,3804174,39.202578,-106.904444,12/31/1991
51864.30785,2.8,217800,3703735,39.613,-106.887257,12/31/1992
51864.32323,8.27,1089000,5304056,39.993479,-106.928776,12/31/1992
51864.33054,44.96,13068,3804151,39.194156,-106.817087,12/31/1992
51864.35154,4.36,435600,3703769,39.601612,-106.865484,12/31/1992
51864.42155,15.97,360676.8,3803733,39.411942,-107.188485,12/31/1992
51864.43372,2.93,104544,3703744,39.620179,-106.962359,12/31/1992
51864.43464,2.9,121968,3703747,39.620468,-106.962185,12/31/1992
51864.45714,1.71,83635.2,7203757,39.222855,-107.944519,12/31/1992
51864.4949,0.93,21780,3603690,39.489949,-106.059423,12/31/1992
51864.49825,1.22,230868,3703804,39.680611,-106.636461,12/31/1992
51864.50473,1.42,87120,4503733,39.492812,-107.60089,12/31/1992
51864.50982,5.93,206474.4,3803511,39.420732,-107.313375,12/31/1992
51864.51194,18.41,185130000,3603575,39.415302,-106.172546,12/31/1992
51864.51264,1.81,43560,3803863,39.473955,-107.314905,12/31/1992
51864.51269,1.96,358934.4,3806523,39.471606,-107.314804,12/31/1992
51864.51574,5.08,143791560,3703699,39.402276,-106.231083,12/31/1992
51864.51651,11.29,8712,3904014,39.730004,-107.873701,12/31/1992
51864.51671,0.89,43560,3803602,39.211673,-106.896159,12/31/1992
51864.51675,2.74,30056.4,3803525,39.430049,-107.166468,12/31/1992
51864.51725,21.96,161172,7204006,39.162363,-108.798394,12/31/1992
51864.51773,0.64,174240,3803667,39.271266,-106.935145,12/31/1992
51867,0,43560,3803593,39.412847,-107.193841,12/31/1992
51909,0.98,13068,3803632,39.336128,-107.060666,12/31/1992
51925,20.33,20908.8,3804141,39.398027,-107.113704,12/31/1992
51929,38.91,581,7202003,39.055689,-108.570544,12/31/1992
51955,2.76,15246,3804019,39.28537,-107.028721,12/31/1992
51959,1.86,108900,3704093,39.690434,-106.807594,12/31/1992
51979,19.24,4791.6,3804155,39.402534,-107.131048,12/31/1992
51999,19.63,348480,3703748,39.68648,-106.779063,12/31/1992
52000,3.61,200376,5304051,39.960171,-106.793091,12/31/1998
52033,8.94,2770416,5203982,39.75708,-106.548796,12/31/1992
52045,11.7,423403.2,3803704,39.426543,-107.24794,12/31/1992
52053,6.51,75794.4,3804082,39.380664,-106.93578,12/31/1992
52067,25.39,326700,5101245,39.886513,-105.763653,12/31/1992
52133,0.5,114127.2,3603659,39.715551,-106.138419,12/31/1992
52141,31.92,11543.4,3803552,39.326113,-106.948358,12/31/1992
52173,1.89,217800,4503563,39.491495,-107.592285,12/31/1992
52229,5.7,21780,3803606,39.42344,-107.308106,12/31/1992
52230,4.72,2787.84,3703403,39.641732,-106.384191,12/31/1992
52230.13058,5.74,15681.6,3903665,39.669641,-107.568238,12/31/1993
52230.40907,3.7,43560,3803621,39.53256,-107.214154,12/31/1993
52230.4361,27.42,2575267.2,3703778,39.696568,-106.666181,12/31/1993
52230.44559,0.15,23522.4,3804212,39.265223,-106.888486,12/31/1993
52230.49872,1.05,233046,3703750,39.590821,-106.62137,12/31/1993
52230.50094,0.16,1089,3803690,39.162685,-106.788231,12/31/1993
52230.50677,9.18,43560,3903552,39.695438,-107.703421,12/31/1993
52230.50889,46.71,296208,3803688,39.180495,-106.804786,12/31/1993
52230.51286,2.98,87120,3803822,39.455035,-107.341937,12/31/1993
52230.51508,5.88,8712000,3703774,39.74938,-106.771482,12/31/1993
52230.51834,6.07,217800,7203836,39.226106,-108.730461,12/31/1993
52230.51956,31.92,102801.6,3803610,39.32673,-106.947819,12/31/1993
52230.52017,36.68,87120,3803687,39.279176,-106.89367,12/31/1993
52230.52045,9.98,1195722,3803709,39.435833,-107.26641,12/31/1993
52230.52217,28.59,435600,3703771,39.688004,-106.653883,12/31/1993
52347,20.93,26136,3803598,39.39111,-107.104814,12/31/1993
52395,6.46,453024,5104033,39.944074,-105.89153,12/31/1993
52409,43.48,19602,3803624,39.207984,-106.832543,12/31/1993
52455,0.77,17424,3903549,39.592681,-107.559,12/31/1993
52482,27.32,2613.6,5303614,40.035085,-106.981927,12/31/2011
52595.21974,2.21,2221560,3903512,39.576326,-107.824621,12/31/1994
52595.33085,0.87,958320,3703523,39.634829,-106.490902,12/31/1994
52595.36705,15.42,87120,3703906,39.651079,-106.836085,12/31/1994
52595.38898,45.99,87120,7204013,39.054867,-108.449975,12/31/1994
52595.39081,0.42,4356,3603683,39.675863,-106.086881,12/31/1994
52595.42885,7.76,217800,5203983,39.835123,-106.796027,12/31/1994
52595.43829,0.32,47916,3603684,39.674575,-106.088771,12/31/1994
52595.45456,1.83,54450,3803676,39.29218,-106.857631,12/31/1994
52595.47634,31.08,87120,3603673,39.776631,-106.141231,12/31/1994
52595.47723,0.13,35937,3803501,39.345049,-106.676855,12/31/1994
52595.47847,0.31,326700,3603685,39.675638,-106.088925,12/31/1994
52595.51965,2.11,89298,3803619,39.294467,-107.006002,12/31/1994
52595.52184,3.3,5662800,3703987,39.603915,-106.54271,12/31/1994
52595.52411,0.79,7405.2,3703785,39.594942,-106.622681,12/31/1994
52595.52441,5.83,261360,4503746,39.488937,-107.649777,12/31/1994
52595.52535,1.65,30492,3803600,39.299781,-107.000866,12/31/1994
52595.52536,5.59,20473.2,3803679,39.352773,-107.204915,12/31/1994
52685,112.58,216885.24,3903555,39.553816,-107.738419,12/31/1994
52700,22.76,2178000,3703900,39.686497,-106.713073,12/31/1994
52747,34.69,304920,3803524,39.29568,-106.920183,12/31/1994
52769,2.69,306662.4,3903530,39.621077,-107.644189,12/31/1994
52803,4.86,348480,5103501,40.21098,-105.958845,12/31/1994
52819,41.87,46609.2,7003615,39.563336,-108.649721,12/31/1994
52822,1.46,348480,3703936,39.682882,-106.807147,12/31/1994
52878,6.26,98010,3803692,39.23958,-106.945112,12/31/1994
52883,2.15,853776,3703789,39.674998,-106.691802,12/31/1994
52886,3.43,174240,7203758,39.20165,-108.800526,12/31/1994
52903,38.91,300,7202003,39.055689,-108.570544,12/31/1994
52960.26766,5.9,60984,5003672,40.233301,-106.51242,12/31/1995
52960.30683,8.2,60984,5003674,40.212791,-106.51782,12/31/1995
52960.39598,1.96,60984,5003675,40.247859,-106.476644,12/31/1995
52960.42155,0,4356,3803635,39.200275,-106.821732,12/31/1995
52960.45851,0.41,435600,4503533,39.538926,-107.621767,12/31/1995
52960.46233,1.14,522720,5103502,39.926493,-106.130059,12/31/1995
52960.46582,13.48,261360,7204028,39.187381,-108.095574,12/31/1995
52960.46872,119.28,44866.8,4503542,39.531674,-107.626316,12/31/1995
52960.48212,11.09,39204,3803518,39.074931,-106.80402,12/31/1995
52960.48942,5.66,32670,4503742,39.493525,-107.654774,12/31/1995
52960.50556,38.5,6342771.6,7203841,39.211524,-107.751308,12/31/1995
52960.50874,0.63,1306800,3803627,39.472238,-107.148131,12/31/1995
52960.51134,2.94,52707.6,3804244,39.172645,-106.847123,12/31/1995
52960.513,0.35,140263.2,3703930,39.646736,-106.608291,12/31/1995
52960.52169,2.24,65340,3903531,39.672368,-107.78306,12/31/1995
52960.52365,6,322344,7204030,39.110642,-108.156506,12/31/1995
52960.52462,8.42,26136,3703926,39.583692,-106.745024,12/31/1995
52960.52754,61.88,164.16,3801763,39.119094,-106.623828,12/31/1995
52960.5296,7.08,43560,3703783,39.594683,-106.729814,12/31/1995
52976,13.16,261360000,5003668,40.113067,-106.414864,12/31/1995
53020,3.99,286189.2,7003629,39.372252,-108.308911,12/31/1995
53034,5.48,6534,4503743,39.494733,-107.65563,12/31/1995
53042,3.55,285318,4503744,39.517189,-107.656901,12/31/1995
53076,6.24,43560,3804277,39.243422,-106.801276,12/31/1995
53124,0.15,4356,3804311,39.150658,-106.782093,12/31/1995
53175,2.57,6551859.6,7204019,39.231906,-108.856161,12/31/1995
53189,0.1,108900,3804251,39.290244,-106.887906,12/31/1995
53203,1.42,392040,3703596,39.633494,-106.953356,12/31/1995
53211,7.76,87120,7204037,39.168633,-107.896809,12/31/1995
53225,36.51,1742400,3603652,39.71572,-106.113503,12/31/1995
53231,0.31,196020,5104060,39.935779,-106.136872,12/31/1995
53253,3.85,16552.8,3803516,39.159801,-106.84632,12/31/1995
53306,2.75,475675.2,3804231,39.386946,-107.217217,12/31/1995
53325.22482,5.7,987505.2,4503531,39.496859,-107.627403,12/31/1996
53325.2791,3.25,261360,3703893,39.722585,-106.627927,12/31/1996
53325.46264,1.23,354142.8,3703931,39.63267,-106.896976,12/31/1996
53325.49095,1.41,37026,3703914,39.634104,-106.612572,12/31/1996
53325.50829,3.66,15681.6,3703891,39.612707,-106.647696,12/31/1996
53325.50936,4.54,4356,3803657,39.439882,-107.311777,12/31/1996
53325.51681,14.97,217800,4503520,39.374952,-107.474961,12/31/1996
53325.52017,9.42,871200,5003670,40.108634,-106.51632,12/31/1996
53325.5229,85.25,217800,4503509,39.389118,-108.075682,12/31/1996
53325.52807,30.22,74923.2,3703894,39.658905,-106.666335,12/31/1996
53325.52868,8.05,30,3600776,39.963434,-106.359051,12/31/1994
53325.53142,0.92,6185.52,3703937,39.680314,-106.674012,12/31/1996
53340,3.65,135036,5103517,39.994019,-105.912394,12/31/1996
53404,2.6,283140,7203747,39.589577,-108.860719,12/31/1996
53461,8.35,348480,5003671,40.213216,-106.216444,12/31/1996
53469,32.64,91476,3803654,39.319716,-106.939368,12/31/1996
53496,82.09,111513.6,4503527,39.372766,-108.129587,12/31/1996
53543,32.36,130680,3703909,39.631867,-106.613693,12/31/1996
53559,10.04,89733.6,5103515,39.953651,-105.771679,12/31/1996
53596,0.91,9713.88,3703939,39.680446,-106.673279,12/31/1996
53624,32.36,130680,3703908,39.6322,-106.613783,12/31/1996
53631,8.56,35283.6,7201631,39.071125,-108.13795,12/31/1996
53648,10.33,204732,3803660,39.469878,-107.117672,12/31/1996
53656,0.79,217800,5302027,39.601333,-107.191479,12/31/1996
53680,4.06,885139.2,5003620,40.181839,-106.502093,12/31/1996
53691.29674,5.54,43560,3803542,39.533687,-107.080017,12/31/1997
53691.38868,6.71,418176,3804264,39.53887,-107.095904,12/31/1997
53691.42368,10.82,217800,5303513,39.780462,-107.179417,12/31/1997
53691.46751,2.17,217800,5303509,39.73144,-107.066908,12/31/1997
53691.50525,2.3,105850.8,7204074,39.175802,-108.031445,12/31/1997
53691.50981,5.53,1454904,5303515,40.001062,-106.788302,12/31/1997
53691.51541,0.94,225205.2,5103500,40.193997,-105.878654,12/31/1997
53691.5159,114.22,56628,3903537,39.564315,-107.721948,12/31/1997
53691.51735,114.29,108900,3903534,39.562281,-107.714334,12/31/1997
53691.5223,2.17,130680,5303508,39.73129,-107.066969,12/31/1997
53691.52595,10.8,195148.8,5303510,39.775118,-107.179749,12/31/1997
