wdid,streamMile,sum_netAbs,waterDistrict
4501194,109.72,1.1,45
4501195,117.89,1.1,45
4501196,90.8,0,45
4501197,89.76,0,45
4502000,3.34,1.5,45
4502001,4.78,1.1,45
4502002,10.53,0.6,45
4502003,11.59,6.5,45
4502005,1.6,0.9,45
4502006,12.8,4.75,45
4502007,24.98,14.1,45
4502008,17.72,1.4,45
4502009,14.23,3,45
4503252,9.9,0,45
4503253,9.95,0,45
4503500,1.82,45.22,45
4503501,1.41,14.69,45
4503502,0.88,6.5,45
4503503,1.58,9.69,45
4503509,85.25,5,45
4503510,85.21,5,45
4503511,13.08,0,45
4503512,13.08,0,45
4503513,13.08,0,45
4503514,13.08,0,45
4503515,13.08,0,45
4503516,13.08,0,45
4503517,13.02,0,45
4503518,9.7,0,45
4503520,14.97,5,45
4503521,18.52,54,45
4503522,1.37,2.39,45
4503523,1.46,0,45
4503524,,312.7,45
4503526,82.99,1.21,45
4503527,82.09,2.56,45
4503528,107.31,0,45
4503529,108.36,0.0276,45
4503530,3.27,0,45
4503531,5.7,22.67,45
4503532,6.82,0,45
4503533,0.41,10,45
4503534,119.41,0,45
4503535,119.28,0,45
4503536,118.06,0,45
4503537,117.99,0,45
4503538,117.17,0,45
4503539,117.08,0,45
4503540,116.83,0,45
4503541,116.84,0,45
4503542,119.28,1.03,45
4503543,119.28,0.23,45
4503544,5.73,1.5,45
4503545,9.21,0.5,45
4503546,2.18,2.85,45
4503547,0.2,0.45,45
4503548,1.67,0.0865,45
4503549,5.96,0.62,45
4503551,7.5,0,45
4503552,11.81,5,45
4503553,2.59,0,45
4503554,9.26,0.121,45
4503555,9.26,0.526,45
4503556,9.26,0.132,45
4503557,9.26,0.796,45
4503558,9.26,1.09,45
4503559,9.24,0.697,45
4503560,9.23,0.697,45
4503561,10.36,0.333,45
4503562,11.15,8.332,45
4503563,1.89,5,45
4503564,6.73,0.35,45
4503565,6.73,0.12,45
4503566,6.54,1.9,45
4503567,4.14,0.85,45
4503568,3.19,2,45
4503569,4.37,0.65,45
4503570,7.78,13,45
4503571,,37.87,45
4503572,8.69,92.9,45
4503573,8.49,57.9,45
4503574,8.64,408.67,45
4503575,9.03,77.63,45
4503576,9.03,32.35,45
4503581,2.99,18.62,45
4503582,5.84,172.18,45
4503584,4.83,20,45
4503585,10.17,0,45
4503587,3.99,160.7,45
4503588,3.54,0,45
4503590,6.19,0.2,45
4503591,6.19,1,45
4503595,8.94,1,45
4503596,8.93,1,45
4503597,8.13,0.5,45
4503598,8.13,1.2,45
4503599,7.89,0.3,45
4503600,5.49,0.8,45
4503601,8.08,0.4,45
4503602,9.07,0.5,45
4503603,7.59,1206,45
4503604,1.65,0.2,45
4503605,8.32,0.25,45
4503606,0,4.8,45
4503607,4.58,0.1,45
4503608,2.92,0.25,45
4503609,115.37,20,45
4503610,4.01,0.1,45
4503611,3.18,0.46,45
4503612,2.7,0.69,45
4503613,3.03,2.45,45
4503614,2.2,0.49,45
4503615,3.68,2.5,45
4503616,7.67,6.13,45
4503618,6.47,0.92,45
4503619,1.92,0.2,45
4503620,0.63,0.4,45
4503621,6.27,0.2,45
4503622,4.64,0.2,45
4503623,5.42,2.534,45
4503625,4.66,0.3,45
4503626,4.57,0.5,45
4503627,6,3.99,45
4503628,,0.044,45
4503630,2.89,0.1,45
4503631,2.98,0.1,45
4503632,2.98,0.1,45
4503633,3.23,0.1,45
4503634,4.25,0.05,45
4503635,4.25,0.05,45
4503638,3.77,0.1,45
4503639,3.77,0.05,45
4503640,3.77,0.05,45
4503641,114.54,21,45
4503642,114.64,238,45
4503643,114.64,6,45
4503644,2.82,0,45
4503645,7.22,0,45
4503646,90.37,2,45
4503648,3.47,1,45
4503655,89.41,21.2,45
4503656,89.76,0,45
4503657,89.76,0,45
4503661,9.41,0,45
4503662,9.45,0.5,45
4503663,6.88,0.5,45
4503664,8.94,0.5,45
4503665,6.14,0.8,45
4503666,8.78,0,45
4503667,6.22,2,45
4503668,6.21,0.5,45
4503669,9.53,0,45
4503670,6.77,0.25,45
4503673,9.26,0,45
4503674,9.15,0.5,45
4503676,3.61,2,45
4503677,3.61,2,45
4503679,128.48,0,45
4503683,2.43,9.45,45
4503684,2.57,0,45
4503685,115.29,24,45
4503686,115.25,20,45
4503687,,10,45
4503688,11.33,0.03,45
4503689,11.68,0.01,45
4503690,11.79,0.14,45
4503691,11.33,0.02,45
4503692,11.33,0.01,45
4503693,1.67,26.61,45
4503694,129.72,0,45
4503695,18.47,249.76,45
4503698,11.33,0.023,45
4503699,4,0.1,45
4503700,4,0.1,45
4503701,4,0.1,45
4503702,4.01,0.1,45
4503703,4.58,4,45
4503708,,10,45
4503709,,5,45
4503711,9.26,0,45
4503714,1.34,0.89,45
4503715,1.42,12.65,45
4503716,1.07,3.67,45
4503717,1.29,0,45
4503718,1.61,2.39,45
4503719,1.36,1.84,45
4503722,1.25,0,45
4503723,1.36,0.41,45
4503725,89.54,41,45
4503726,91.13,9.9,45
4503727,90.99,2.3,45
4503729,3.58,2,45
4503731,9,0,45
4503733,1.42,2,45
4503734,11.19,0,45
4503735,11.25,0,45
4503736,11.67,0,45
4503737,11.67,0,45
4503738,11.67,0,45
4503739,11.67,0,45
4503740,12.03,0,45
4503741,11.79,0,45
4503742,5.66,0.75,45
4503743,5.48,0.15,45
4503744,3.55,6.55,45
4503745,3.61,6.55,45
4503746,5.83,6,45
4503747,,1,45
4503749,16.6,0.14,45
4503750,1.42,4.93,45
4503751,,6.22,45
4503752,,1.55,45
4503753,,0,45
4503754,1.54,0.95,45
4503755,1.54,4.93,45
4503756,1.42,3.47,45
4503757,1.4,4.57,45
4503758,1.31,7.56,45
4503760,1.38,2.91,45
4503761,1.61,2.95,45
4503762,1.62,2.06,45
4503763,4.43,0,45
4503764,4.76,0,45
4503765,,0.033,45
4503766,,0.018,45
4503767,,0.196,45
4503768,,0.019,45
4503769,,0.04,45
4503770,,0.035,45
4503771,,0.017,45
4503772,,0.019,45
4503773,,0.016,45
4504922,18.52,0,45
4505002,,0.033,45
4505003,,0.033,45
4505004,,0.033,45
4505005,,0.1,45
4505006,,0.033,45
4505007,,0.033,45
4505009,,0.033,45
4505010,,0.033,45
4505011,,0.033,45
4505012,,0.033,45
4505013,,0,45
4505014,,1,45
4505015,,0,45
4505016,,0.009,45
4505018,,0.022,45
4505019,,0.022,45
4505022,,0.004,45
4505023,,0.022,45
4505024,,0.011,45
4505025,,0.033,45
4505026,,0.033,45
4505027,,0.033,45
4505028,,0.002,45
4505029,,0.033,45
4505031,,0.033,45
4505032,,0.035,45
4505033,,0.055,45
4505034,,0.132,45
4505035,,0.033,45
4505036,,0.05,45
4505037,,0.044,45
4505038,,0.033,45
4505039,,0.044,45
4505040,,0.0264,45
4505041,,0.033,45
4505042,,0.044,45
4505044,,0.0333,45
4505045,,0.022,45
4505046,,0.033,45
4505047,,0.033,45
4505048,,0.045,45
4505049,,0.044,45
4505050,,0.044,45
4505051,,0.066,45
4505052,,0,45
4505054,,0.033,45
4505055,,0.033,45
4505056,,0.0154,45
4505057,,0.044,45
4505058,,0.033,45
4505059,,0.13,45
4505060,,0,45
4505061,,0.033,45
4505062,,0.044,45
4505063,,0,45
4505064,,0.067,45
4505065,,0.033,45
4505066,,0.11,45
4505067,,0.026,45
4505068,,0.0088,45
4505070,,0.033,45
4505075,,0.033,45
4505076,,0.022,45
4505077,,0.11,45
4505078,,0.022,45
4505079,,0.0178,45
4505080,,0.0178,45
4505083,,0.077,45
4505084,,0.1056,45
4505086,,2.2,45
4505087,,0.55,45
4505088,,0.067,45
4505089,,0.1,45
4505090,,0.033,45
4505091,,56.17,45
4505092,,4.3,45
4505093,,0.25,45
4505094,,0.0198,45
4505095,,0.044,45
4505096,,0.033,45
4505097,,0.022,45
4505098,,0.044,45
4505099,,0.033,45
4505100,,0.044,45
4505101,,0.033,45
4505102,,0.028,45
4505103,,0.033,45
4505104,,0,45
4505105,,0.44,45
4505106,,0.026,45
4505107,,0,45
4505109,,0.044,45
4505110,,0.06,45
4505112,,0.033,45
4505114,,0.033,45
4505115,,0.033,45
4505116,,0.022,45
4505121,,0.11,45
4505122,,0.033,45
4505123,,0,45
4505124,,0,45
4505125,,0,45
4505126,,0,45
4505127,,0,45
4505128,,0.222,45
4505129,,0,45
4505130,,0.0044,45
4505131,,0.033,45
4505133,,0.033,45
4505134,,0.05,45
4505135,,0.05,45
4505138,,0.022,45
4505140,,0.045,45
4505141,,0.045,45
4505143,,0,45
4505144,,0,45
4505145,,0,45
4505146,,0.033,45
4505149,,0.044,45
4505150,,0.03,45
4505151,,0.044,45
4505154,,0.033,45
4505156,,0,45
4505158,,0.033,45
4505160,,0.11,45
4505161,,0.033,45
4505162,,0,45
4505163,,0,45
4505164,,0,45
4505165,,0,45
4505166,,1.21,45
4505167,,1,45
4505168,,0.03,45
4505169,,0.03,45
4505170,,0.02,45
4505171,,0,45
4505172,,0.033,45
4505173,,0.0067,45
4505174,,0.22,45
4505175,,0.1467,45
4505176,,0.0733,45
4505180,,0.01,45
4505181,,0.01,45
4505182,,0.01,45
4505183,,0.01,45
4505184,,0.01,45
4505185,,0.01,45
4505186,,0.02,45
4505187,,0.01,45
4505188,,0.01,45
4505189,,0.01,45
4505190,,0.01,45
4505191,,0.01,45
4505192,,0.01,45
4505193,,0.0006,45
4505194,,0.011,45
4505195,,0.008,45
4505197,,0.01,45
4505198,,0.016,45
4505202,,0.01,45
4505203,,0.02,45
4505208,,0.01,45
4505209,,0.01,45
4505210,,0.01,45
4505211,,0.007,45
4505212,,0.01,45
4505213,,0.01,45
4505214,,0.01,45
4505215,,0.01,45
4505216,,0.002,45
4505217,,0.02,45
4505218,,0.01,45
4505219,,0.01,45
4505220,,0.01,45
4505221,,0.01,45
4505222,,0.01,45
4505223,,0.01,45
4505224,,0.01,45
4505225,,0.01,45
4505226,,0.01,45
4505227,,0.01,45
4505228,,0.007,45
4505229,,0.01,45
4505230,,0.01,45
4505231,,0.01,45
4505232,,0.033,45
4505233,,0.19,45
4505234,,0.037,45
4505235,,0.032,45
4505236,,0.033,45
4505237,,0.01,45
4505238,,0.01,45
4505239,,0.0013,45
4505240,,0.01,45
4505241,,0.01,45
4505242,,0.01,45
4505243,,0.006,45
4505244,,0.006,45
4505245,,0.0056,45
4505246,,0.01,45
4505249,,0.033,45
4505250,,0.0132,45
4505252,,0.033,45
4505253,,0.445,45
4505254,,0.445,45
4505255,,0.668,45
4505256,,0.01,45
4505257,,0,45
4505258,,0,45
4505259,,0,45
4505260,,0,45
4505261,,0.027,45
4505262,,0,45
4505263,,0,45
4505264,,0,45
4505265,121.61,0,45
4505266,,0.033,45
4505268,,0.018,45
4505269,,0.008,45
4505270,,0.044,45
4505271,,0.044,45
4505272,,0.014,45
4505273,,0.011,45
4505274,,0.011,45
4505275,,0.011,45
4505276,,0.011,45
4505277,,0.01,45
4505281,,0.033,45
4505282,,0.004,45
4505285,,0,45
4505287,,0.1,45
4505288,,0.033,45
4505291,,0.033,45
4505292,,0.033,45
4505293,,0.483,45
4505294,,0.333,45
4505295,,0.366,45
4505296,,0.0017,45
4505297,,0.004,45
4505298,,0.001,45
4505299,,0.0005,45
4505300,,0.0005,45
4505301,,0.001,45
4505302,,0.022,45
4505303,,0.0003,45
4505304,,0.001,45
4505305,,0.0008,45
4505306,,0.0005,45
4505307,,0.0005,45
4505308,,0.033,45
4505309,,0.0624,45
4505310,,0.0579,45
4505311,,0.0144,45
4505312,,0.01,45
4505313,,0.002,45
4505314,,0.01,45
4505315,,0.01,45
4505316,,0.002,45
4505317,,0.002,45
4505318,,0.002,45
4505319,,0.002,45
4505320,,0.01,45
4505321,,0.01,45
4505322,,0.002,45
4505323,,0.01,45
4505324,,0.01,45
4505325,,0.01,45
4505326,,0.002,45
4505327,,0.002,45
4505328,,0.002,45
4505329,,0.007,45
4505330,,0.01,45
4505331,,0.01,45
4505332,,0.01,45
4505333,,0.004,45
4505334,,0.01,45
4505335,,0.01,45
4505336,,0.002,45
4505337,,0.01,45
4505338,,0.01,45
4505339,,0.01,45
4505340,,0.01,45
4505341,,0.01,45
4505342,,0.01,45
4505346,,0.01,45
4505347,,0.01,45
4505348,,0,45
4505349,,0,45
4505350,,0,45
4505354,,0.033,45
4505355,,0.009,45
4505356,,0.013,45
4505358,113.86,0,45
4505360,,0.033,45
4505365,,0.033,45
4505366,,0.033,45
4505369,,0.3,45
4505370,,0.033,45
4505373,,0.033,45
4505374,,0.033,45
4505375,,0.033,45
4505376,,0.033,45
4505377,,0.0017,45
4505378,,0.007,45
4505379,,0.007,45
4505380,,0.0289,45
4505381,,0.0134,45
4505382,,0.001,45
4505383,,0.001,45
4505384,,0.001,45
4505385,,0.001,45
4505386,,0.0022,45
4505387,,0.033,45
4505388,,0.02,45
4505389,,0,45
4505391,,0.0044,45
4505393,,0.0223,45
4505394,,0.0111,45
4505395,,0,45
4505397,,0.111,45
4505398,,0.033,45
4505399,,0,45
4505400,,0.033,45
4505401,,0.0666,45
4505402,,0.09,45
4505403,,0.033,45
4505404,,0.0022,45
4505405,,0.0022,45
4505406,,0.005,45
4505407,,0.02,45
4505410,,0.25,45
4505411,,0.25,45
4505412,,0,45
4505413,,0,45
4505416,,0.02,45
4505417,,0.01,45
4505418,,0.01,45
4505419,,0.01,45
4505420,,0.066,45
4505421,,0.033,45
4505422,,0.0223,45
4505423,,0.0045,45
4505424,,0.0045,45
4505425,,0,45
4505426,,0,45
4505427,,0,45
4505428,,0,45
4505429,,0,45
4505430,,0,45
4505431,,0.0111,45
4505432,,0.178,45
4505433,,0.033,45
4505434,,0.033,45
4505435,,0.0114,45
4505436,,0.0022,45
4505437,,0,45
4505438,,0.011,45
4505439,,0.022,45
4505440,,0.022,45
4505441,,0.044,45
4505442,,0.0033,45
4505443,,0,45
4505444,,0,45
4505445,,0.022,45
4505446,,0.9,45
4505447,,0.022,45
4505448,,0,45
4505450,,0.002,45
4505451,,0.002,45
4505452,,0.002,45
4505453,,0.002,45
4505454,,0.002,45
4505455,,0.002,45
4505456,,0.002,45
4505457,,0.02,45
4505458,,0.002,45
4505459,,0.002,45
4505460,,0.002,45
4505461,,0.002,45
4505462,,0.002,45
4505463,,0.002,45
4505464,,0.002,45
4505465,,0.002,45
4505466,,0.002,45
4505467,,0.002,45
4505468,,0.002,45
4505469,,0.002,45
4505470,,0.002,45
4505471,,0.002,45
4505472,,0.002,45
4505473,,0.002,45
4505474,,0.002,45
4505475,,0.002,45
4505476,,0.002,45
4505477,,0.002,45
4505478,,0.002,45
4505479,,0.002,45
4505480,,0.002,45
4505481,,0.002,45
4505482,,0.002,45
4505483,,0.002,45
4505484,,0.002,45
4505485,,0.002,45
4505486,,0.002,45
4505487,,0.002,45
4505488,,0.002,45
4505489,,0.002,45
4505490,,0.002,45
4505491,,0.002,45
4505492,,0.002,45
4505493,,0.002,45
4505494,,0.002,45
4505495,,0.002,45
4505496,,0.002,45
4505497,,0.002,45
4505498,,0.002,45
4505499,,0.002,45
4505500,,0.002,45
4505501,,0.002,45
4505502,,0.002,45
4505503,,0.002,45
4505504,,0.002,45
4505505,,0.002,45
4505506,,0.002,45
4505507,,0.002,45
4505508,,0.002,45
4505509,,0.002,45
4505510,,0.002,45
4505511,,0.002,45
4505512,,0.002,45
4505513,,0.002,45
4505514,,0.002,45
4505515,,0.002,45
4505516,,0.002,45
4505517,,0.002,45
4505518,,0.002,45
4505519,,0.002,45
4505520,,0.002,45
4505521,,0.002,45
4505522,,0.002,45
4505523,,0.002,45
4505524,,0.002,45
4505525,,0.002,45
4505526,,0.002,45
4505527,,0.002,45
4505528,,0.003,45
4505529,,0.002,45
4505530,,0.002,45
4505531,,0.002,45
4505532,,0.002,45
4505533,,0.002,45
4505534,,0.002,45
4505535,,0.002,45
4505536,,0.002,45
4505537,,0.002,45
4505538,,0.002,45
4505539,,0.002,45
4505540,,0.002,45
4505541,,0.002,45
4505542,,0.002,45
4505543,,0.002,45
4505544,,0.002,45
4505545,,0.002,45
4505546,,0.002,45
4505547,,0.002,45
4505548,,0.002,45
4505549,,0.002,45
4505550,,0.002,45
4505551,,0.002,45
4505552,,0.002,45
4505553,,0.002,45
4505554,,0.002,45
4505555,,0.002,45
4505556,,0.002,45
4505557,,0.002,45
4505558,,0.002,45
4505559,,0.002,45
4505560,,0.002,45
4505561,,0.002,45
4505562,,0.002,45
4505563,,0.002,45
4505564,,0.002,45
4505565,,0.002,45
4505566,,0.002,45
4505567,,0.002,45
4505568,,0.002,45
4505569,,0.002,45
4505570,,0.002,45
4505571,,0.002,45
4505572,,0.002,45
4505573,,0.002,45
4505574,,0.002,45
4505575,,0.002,45
4505576,,0.002,45
4505577,,0.002,45
4505578,,0.002,45
4505579,,0.002,45
4505580,,0.002,45
4505581,,0.002,45
4505582,,0.05,45
4505583,,0.007,45
4505584,,0.15,45
4505585,,0.15,45
4505586,,0.028,45
4505587,,0.028,45
4505588,,0.033,45
4505589,,0.033,45
4505591,,0.0022,45
4505592,,0.011,45
4505593,,0.01,45
4505594,,0.01,45
4505595,,0.01,45
4505596,,0.01,45
4505597,,0.01,45
4505598,,0,45
4505599,,0.05,45
4505600,,0.033,45
4505601,,0,45
4505602,,0,45
4505603,,0,45
4505604,,0,45
4505605,,0,45
4505606,,0,45
4505607,,0.11,45
4505608,,0.11,45
4505609,,0.11,45
4505610,,0.05,45
4505611,,0.033,45
4505612,,0.08,45
4505613,,0,45
4505614,,0,45
4505615,,0.11,45
4505616,,0.03,45
4505617,,0.11,45
4505618,,102,45
4505619,,0.09,45
4505622,,0.0045,45
4505623,,0.033,45
4505624,,0.0056,45
4505625,,0.0111,45
4505626,,0.0267,45
4505627,,0.0267,45
4505628,,0.029,45
4505629,,0.002,45
4505630,,0.008,45
4505631,,0.011,45
4505632,,0.004,45
4505633,,0,45
4505634,,0.055,45
4505635,,0.022,45
4505636,,0.055,45
4505637,,0.066,45
4505638,,0.045,45
4505639,,0.0222,45
4505640,,0.022,45
4505641,,0,45
4505642,,20.6,45
4505647,,0.004,45
4505648,,0.011,45
4505649,,0.008,45
4505651,,1.1,45
4505652,,0.002,45
4505654,,0.004,45
4505655,,0.002,45
4505656,,0.22,45
4505657,,0.022,45
4505658,,0.004,45
4505659,,0.007,45
4505660,,0.004,45
4505661,,0.044,45
4505662,,0.044,45
4507065,,0.9,45
4508152,120.33,0.25,45
4509020,125.37,0,45
4509030,94.9,0,45
4509033,1.57,0,45
4509043,2.83,0,45
4509050,0,0,45
4509051,7.79,0,45
4509052,11.79,0,45
4509053,10.29,0,45
4509054,9.6,0,45
4509055,10.95,0,45
4509056,11.81,0,45
4509057,13.79,0,45
4509058,16.41,0,45
4509059,16.71,0,45
4509060,18.26,0,45
4509061,2.15,0,45
4509065,0.54,0,45
4509066,0.25,0,45
4509067,1.82,0,45
4509068,2.51,0,45
4509069,4.42,0,45
4509070,10.3,0,45
4509071,0.57,0,45
4509072,1.1,0,45
4509073,1.42,0,45
4509074,0,0,45
4509075,1.04,0,45
4509076,0.75,0,45
4509077,0.34,0,45
4509078,0.36,0,45
4509079,1.4,0,45
4509080,1.91,0,45
4509081,1.14,0,45
4509082,0.45,0,45
4509083,1.64,0,45
4509084,113.67,0,45
4509085,98.32,0,45
4517030,,15.51,45
5000500,5.85,2,50
5000501,4.19,8.5,50
5000502,2.15,5.2,50
5000503,3.37,1,50
5000504,37.08,1,50
5000505,40.06,4,50
5000506,36.22,4,50
5000507,5.64,3.6,50
5000508,12.93,2,50
5000509,5.57,3,50
5000510,6.26,6,50
5000511,26.12,8,50
5000512,10.85,1.375,50
5000513,1.03,5,50
5000514,1.02,1.5,50
5000515,1.93,6,50
5000516,3.35,6,50
5000517,4.52,9,50
5000518,3.57,1,50
5000519,3.35,1.33,50
5000520,5.54,0.25,50
5000521,21.37,3.5,50
5000523,1.13,2,50
5000526,0.58,18.67,50
5000528,4.71,8,50
5000529,9.51,1,50
5000530,2.84,2,50
5000531,2.02,6.3,50
5000532,14.99,0.5,50
5000533,13.88,1,50
5000534,1.32,1,50
5000535,1.32,1,50
5000536,2.99,1.5,50
5000539,9.49,31.33,50
5000540,8.52,0.75,50
5000542,11.55,2.5,50
5000544,39.24,3,50
5000545,39.3,6,50
5000550,0.5,4.9,50
5000551,5.26,3.5,50
5000552,5,1,50
5000553,1.94,0.2,50
5000562,0.95,3.5,50
5000563,4.04,1,50
5000564,2.33,1,50
5000565,7.85,4.125,50
5000566,234.66,8,50
5000574,6.36,643.167,50
5000575,7.28,2.25,50
5000576,2.15,75,50
5000577,27.51,8,50
5000578,,0.033,50
5000579,3.87,3.5,50
5000580,24.84,3.75,50
5000581,25.07,4,50
5000582,4.74,12.198,50
5000583,29.65,0.75,50
5000584,5.04,14.5,50
5000585,4.41,641.925,50
5000586,9.1,1.25,50
5000589,3.36,7.25,50
5000591,6.18,0,50
5000592,11.97,1.5,50
5000593,12.25,88.45,50
5000594,11.59,2,50
5000595,9.85,3.4,50
5000596,52.4,0.05,50
5000598,0.04,15.875,50
5000599,3.45,1.25,50
5000600,40.06,2,50
5000601,6.6,40.5,50
5000603,2.35,3,50
5000604,5.03,1.75,50
5000606,13.51,98,50
5000608,0.04,8,50
5000609,12.59,0.875,50
5000610,30.87,5,50
5000611,31.67,3.875,50
5000612,227.74,12,50
5000613,226.93,12,50
5000615,6.13,5.3,50
5000617,10.86,4094,50
5000618,3.35,1.25,50
5000620,3.62,16.5,50
5000623,2.72,0.5,50
5000624,41.95,3,50
5000625,1.93,1.75,50
5000627,4.68,621.14,50
5000628,14.65,9.5,50
5000629,11.55,2.5,50
5000631,3.43,24,50
5000632,6.89,11,50
5000638,28.89,6.625,50
5000639,0.11,0.33,50
5000640,4.08,10.8,50
5000641,9.34,3,50
5000642,4.05,2,50
5000643,2.43,0.75,50
5000644,6.12,2.33,50
5000645,10.47,3.67,50
5000646,5.73,1.5,50
5000647,10.58,6.5,50
5000649,1.8,1,50
5000650,3.24,2,50
5000651,228.51,4,50
5000652,32.38,4,50
5000653,6.16,60,50
5000654,11.85,23.5,50
5000655,0,0.5,50
5000656,24.56,11.63,50
5000658,32.88,3.125,50
5000659,33.86,4,50
5000661,3.14,10,50
5000662,2.76,17.54,50
5000663,2.26,10,50
5000664,2.25,0,50
5000665,4.46,1,50
5000666,8.74,0.833,50
5000667,9.51,5,50
5000668,2.84,1.5,50
5000669,1.87,2.5,50
5000674,0,7,50
5000675,5.2,1,50
5000676,,0.06,50
5000677,6.37,8.3,50
5000678,5.07,2,50
5000679,5.42,5.3,50
5000680,,0.011,50
5000681,0.23,3.7,50
5000682,1.71,1,50
5000683,43.8,6.5,50
5000684,,0,50
5000685,,0.27,50
5000686,,0.031,50
5000687,0,0.5,50
5000688,0,0.5,50
5000689,,0.1,50
5000690,,0.1,50
5000691,,0.05,50
5000692,,0.01,50
5000693,4.22,55.6,50
5000694,,0.23,50
5000695,,0.089,50
5000696,,0.089,50
5000697,,0.011,50
5000698,,0.011,50
5000699,,0.111,50
5000700,,0.0445,50
5000701,,0.066,50
5000702,,0.0445,50
5000703,,0.066,50
5000704,,0.0445,50
5000705,,0.066,50
5000706,9.32,0.025,50
5000708,1.74,2,50
5000709,,0.024,50
5000710,,0.0334,50
5000711,13.09,3.75,50
5000712,,0.06,50
5000713,,0.022,50
5000714,,0.011,50
5000715,,0.056,50
5000716,,0.111,50
5000717,,0.033,50
5000718,,0,50
5000719,,0,50
5000720,3.34,6,50
5000721,3.18,1,50
5000722,2.9,1,50
5000723,2.85,1,50
5000724,,0.15,50
5000726,,0.5,50
5000727,9.34,4.5,50
5000728,0.73,0,50
5000729,,0.033,50
5000730,,0.04,50
5000731,1.31,0,50
5000732,1.52,0,50
5000733,2.31,0,50
5000734,3.21,96.4,50
5000736,0.07,0,50
5000738,10.74,0,50
5000739,10.74,0,50
5000740,12.05,0,50
5000741,0.31,0,50
5000742,2.31,6,50
5000743,0.66,0,50
5000751,12.16,10,50
5000752,11.42,10,50
5000753,11.04,8,50
5000754,11.04,12,50
5000755,229.56,8,50
5000756,0.32,0,50
5000760,2.93,7,50
5000762,3.53,18,50
5000763,8.87,0.01,50
5000764,8.74,0.15,50
5000766,230.37,0,50
5000767,1.67,0,50
5000768,54.19,33.45,50
5000769,13.08,0,50
5000770,4.03,102.5,50
5000771,0.55,2,50
5000772,8.74,0,50
5000773,8.58,1,50
5000774,2.44,1,50
5000775,,0.1,50
5000776,22.33,5,50
5000778,3.2,0,50
5000779,3.26,0,50
5000780,3.45,0,50
5000781,2.96,0,50
5000782,3.2,0,50
5000783,0.04,1.78,50
5000784,21.84,0,50
5000785,0.08,0,50
5000786,12.5,0,50
5000787,10.76,2,50
5000788,,0,50
5000789,,0.022,50
5000791,0.32,15,50
5000792,0.31,15,50
5001002,227.92,2,50
5002000,13.07,20,50
5002001,0,1.25,50
5002002,51.47,1.25,50
5002059,20.05,5.1,50
5002060,17.82,9.3,50
5002061,8.26,5,50
5002062,0,1.5,50
5003605,47.55,0,50
5003606,3.34,346.5,50
5003612,2.71,36.59,50
5003615,3.31,0,50
5003616,3.29,204.77,50
5003617,52.4,0,50
5003618,3.97,916.64,50
5003619,,38.97,50
5003620,4.06,20.32,50
5003621,3.66,4.92,50
5003623,52.88,431.9,50
5003624,52.41,803,50
5003625,21.16,1073.6,50
5003627,4.92,240,50
5003629,13.11,3500,50
5003631,5.62,75.94,50
5003632,4.41,107.35,50
5003633,53.43,0,50
5003637,5.34,60.22,50
5003640,2.77,3.54,50
5003641,2.26,5.05,50
5003642,1.16,773,50
5003643,4.05,66.89,50
5003644,6.1,125.26,50
5003645,4.5,1033.94,50
5003646,0,216.15,50
5003647,2.94,17,50
5003648,5.66,93.24,50
5003649,5,38.2,50
5003650,10.6,11,50
5003651,43.8,233.38,50
5003652,0,16,50
5003653,0,23,50
5003654,7.42,4,50
5003655,2.67,185.05,50
5003658,47.55,0,50
5003659,30.13,2,50
5003660,0.04,0,50
5003661,4.08,48.25,50
5003665,10.76,20,50
5003666,57.96,236,50
5003668,13.16,78849,50
5003670,9.42,20,50
5003671,8.35,8,50
5003672,5.9,1.4,50
5003673,6.17,1.4,50
5003674,6.93,1.4,50
5003675,1.96,1.4,50
5003677,7.74,0.1,50
5003678,4.58,0.1,50
5003680,12.52,5,50
5003681,1.08,6,50
5003682,1.32,0,50
5003683,1.24,0.5,50
5003684,7.72,0,50
5003685,9.6,1.4,50
5003686,9.68,0,50
5003687,9.57,7.3,50
5003688,4.73,15.1,50
5003689,4.47,3.7,50
5003690,2.87,5.2,50
5003691,2.99,3.4,50
5003692,3.87,4.1,50
5003693,2.03,3.6,50
5003694,1.56,4.2,50
5004600,16.44,1670,50
5004910,13.08,0,50
5004920,13.16,0,50
5005000,,0.0333,50
5005001,,0.033,50
5005002,,0.033,50
5005003,,0.033,50
5005005,,0.033,50
5005006,,0.11,50
5005007,,0.11,50
5005008,,0.067,50
5005009,,0.022,50
5005011,,0.018,50
5005012,,0.0333,50
5005016,,0.0022,50
5005019,,0.022,50
5005020,,0.033,50
5005021,,0.033,50
5005022,,0.022,50
5005023,,0.011,50
5005024,,0.004,50
5005025,,0.001,50
5005026,,0.001,50
5005027,,0.003,50
5005028,,0.22,50
5005029,,0.5,50
5005030,,0.01,50
5005031,,0,50
5005032,,0.025,50
5005033,15.42,0.002,50
5005034,,0.002,50
5005035,,0.033,50
5005036,,0.002,50
5005037,,0.002,50
5005038,15.86,0.002,50
5005039,,0.011,50
5005040,,0.002,50
5005041,,0.002,50
5005042,,0.002,50
5005043,,0.011,50
5005044,,0.5365,50
5005045,,0.03,50
5005046,,0.04,50
5005047,,0.0556,50
5005049,,0.005,50
5005050,,0.02,50
5005051,,0.005,50
5005052,,0.033,50
