wdid,streamMile,sum_netAbs,waterDistrict
5005053,,0.033,50
5005054,,0.033,50
5005055,,0.033,50
5005056,,0.0111,50
5005057,,0,50
5005058,,0,50
5005059,,0.001,50
5005060,,0.033,50
5005061,,0.002,50
5005062,,0,50
5005063,,0.0066,50
5005064,,0.0066,50
5005065,,0.013,50
5005066,,0.002,50
5009002,9.59,0,50
5009004,22.32,0,50
5009005,232.04,0,50
5009006,13.03,0,50
5009007,12.5,0,50
5009008,55.93,0,50
5100501,9.36,2.375,51
5100503,238.74,2.25,51
5100504,3.42,5.5,51
5100505,29.62,0,51
5100508,3.87,1.5,51
5100509,1.43,0.625,51
5100510,3.6,1.75,51
5100512,259.2,1.9,51
5100513,0.81,7.25,51
5100514,2.63,2.5,51
5100515,2.8,1,51
5100516,0.46,3,51
5100518,2.02,0.75,51
5100519,3,1,51
5100520,2.13,2,51
5100521,2,8,51
5100522,4.42,1,51
5100523,265.86,3,51
5100524,265.88,3,51
5100525,1.66,0.625,51
5100526,1.29,1.625,51
5100527,1.02,1,51
5100529,8.79,231,51
5100530,4.72,50,51
5100534,2.17,4,51
5100538,1.45,0.186,51
5100539,0.57,2.875,51
5100540,7.22,3.29,51
5100541,7.87,0.5,51
5100542,8.55,0.5,51
5100543,8.65,0.5,51
5100544,8.66,0.5,51
5100545,0.56,1,51
5100546,2.25,45,51
5100547,259.18,0.75,51
5100548,259.83,3.25,51
5100549,260.49,1.25,51
5100551,0.93,3,51
5100552,1.76,2.5,51
5100554,0.24,1,51
5100555,1.74,0.33,51
5100556,1.56,1.4,51
5100557,1.53,0.25,51
5100558,1.53,0.8,51
5100559,2.73,3,51
5100560,2.4,3,51
5100561,4.76,2,51
5100562,1.23,0.25,51
5100563,0.37,2,51
5100564,0.54,0.25,51
5100565,2.31,0.25,51
5100566,2.98,0.25,51
5100567,2.08,0.25,51
5100579,3.53,1.5,51
5100580,8.05,2,51
5100582,3,2,51
5100584,8.79,30,51
5100585,264.14,30.23,51
5100586,3.34,7.25,51
5100587,3.95,4.495,51
5100588,3.9,5,51
5100591,1.69,3,51
5100592,0.35,4.885,51
5100593,4.72,25.22,51
5100594,5.62,25.19,51
5100595,3.93,0.63,51
5100598,7.02,2.54,51
5100599,0.96,2.5,51
5100600,6.32,3.3,51
5100601,1.02,0.75,51
5100602,7.77,10,51
5100603,3.71,2.75,51
5100605,282.25,4,51
5100606,10.78,8,51
5100607,0.11,1.2,51
5100608,0.99,5,51
5100609,243.63,0.01,51
5100612,7.07,0.5,51
5100613,7.07,2.2,51
5100614,1.09,1,51
5100615,1.59,1.25,51
5100616,0.76,1.25,51
5100617,4.4,0.875,51
5100619,0.95,3.125,51
5100621,6.42,5,51
5100622,244.87,2.67,51
5100624,4.63,3.25,51
5100628,239.64,3.75,51
5100629,240.53,14.405,51
5100633,9.38,1,51
5100635,3.11,1,51
5100639,27.47,275.67,51
5100643,2.75,3,51
5100644,0.26,1.5,51
5100645,1.08,4.7,51
5100646,9.7,6.5,51
5100648,0.83,2,51
5100650,8.18,1.75,51
5100651,8.31,4.9,51
5100652,7.85,3.2,51
5100653,1.88,2,51
5100654,277.43,5,51
5100659,23.48,3.6,51
5100660,2.2,9.28,51
5100661,5.57,8.5,51
5100663,4.99,1.2,51
5100665,3.61,3.3,51
5100667,2.64,2.5,51
5100668,4.87,4,51
5100670,21.6,0.006,51
5100671,0.53,1.875,51
5100674,1.16,2.8,51
5100675,11.07,0.084,51
5100676,11.1,0.59,51
5100677,0,4,51
5100678,267.07,1100,51
5100679,0.47,6,51
5100681,1.01,2.75,51
5100683,12.03,1.5,51
5100685,2.36,3,51
5100686,2.61,11.75,51
5100687,3.9,3,51
5100689,10.35,7,51
5100690,2.29,1.25,51
5100691,3.86,6.615,51
5100693,10.29,3,51
5100696,3.93,2.3,51
5100697,3.93,3.45,51
5100699,18.84,12,51
5100700,0.45,11,51
5100701,0.67,8.5,51
5100703,280.51,6.375,51
5100704,1.31,21.87,51
5100705,0.97,1.3,51
5100708,0.92,2.5,51
5100710,4.4,2.5,51
5100712,295.36,0.06,51
5100713,295.04,1,51
5100714,3.74,1,51
5100715,0.17,10,51
5100716,0.96,5,51
5100717,0.3,2,51
5100718,0.4,8.33,51
5100719,249.83,3.34,51
5100720,1.4,1.5,51
5100723,261.92,1.85,51
5100724,261.88,1,51
5100725,0.93,1.5,51
5100726,1.15,2,51
5100727,1.56,8,51
5100728,2.61,70,51
5100729,2.7,3,51
5100733,263.93,0,51
5100734,264.19,0.1,51
5100735,4.61,6,51
5100737,3.02,2,51
5100738,3.29,1.125,51
5100740,0.49,5,51
5100741,0.52,2,51
5100742,4.79,8.52,51
5100744,295.36,0.08,51
5100745,0.24,22.17,51
5100746,1.34,1.5,51
5100747,1.18,1.5,51
5100748,5.62,5,51
5100750,20.36,2.75,51
5100751,0.72,0.61,51
5100752,4.89,1.2,51
5100753,0.6,1.85,51
5100754,6.1,1,51
5100756,5.11,0.625,51
5100757,4.56,0.375,51
5100758,5.3,0.375,51
5100759,1.05,0.75,51
5100760,16.12,7.25,51
5100762,4.19,1.65,51
5100763,236.23,65,51
5100764,0.39,1.75,51
5100765,0.71,3.5,51
5100767,9.17,3,51
5100768,2.46,7.5,51
5100769,7.55,1.25,51
5100770,7.6,1.25,51
5100771,7.04,1.25,51
5100772,6.88,1.125,51
5100773,3.5,0.75,51
5100776,275.57,8.35,51
5100778,3.93,0.5,51
5100779,3.93,1.625,51
5100780,4.25,0.25,51
5100781,4.25,0.15,51
5100783,3.94,5,51
5100784,5.61,0.875,51
5100786,4.79,10,51
5100787,1.04,3,51
5100788,11.71,26,51
5100791,0.39,2.5,51
5100792,3.12,1,51
5100794,4.78,0.2,51
5100796,2.63,0,51
5100797,249.07,0.5,51
5100798,4.95,1.17,51
5100799,4.88,0.05,51
5100803,0.11,1.75,51
5100804,5.6,30,51
5100805,6.59,3,51
5100806,1.23,1,51
5100807,1.82,9,51
5100808,1.91,3.85,51
5100810,5.91,25,51
5100811,4.82,1.5,51
5100814,4.03,2.5,51
5100815,3.08,9,51
5100816,3.73,7.5,51
5100817,0.6,3,51
5100818,1.58,2,51
5100819,8.73,3,51
5100820,1.08,3.25,51
5100821,,1.25,51
5100823,5.47,3,51
5100824,8.27,2.5,51
5100825,1.37,3,51
5100826,4.93,16,51
5100827,1.82,22.17,51
5100828,0.28,2.5,51
5100829,2.29,5,51
5100830,272.23,1.5,51
5100831,3.61,10.9,51
5100833,264.54,2.66,51
5100834,0.64,3.8,51
5100836,3.87,1.5,51
5100837,4.55,2.33,51
5100841,6.41,4.33,51
5100842,17.3,0.49,51
5100845,246.05,10,51
5100846,245.46,1.75,51
5100847,1.22,2.6,51
5100848,277.89,150,51
5100850,0.8,5,51
5100851,1.82,1.64,51
5100852,1.57,0.5,51
5100853,1.11,1.25,51
5100854,0.8,1.25,51
5100855,0.67,3.5,51
5100856,4.94,4.5,51
5100857,3.88,3.63,51
5100858,3.28,13.78,51
5100859,1.37,4,51
5100860,3.99,3.8,51
5100861,3.39,1,51
5100862,0.54,0.5,51
5100863,5.61,2.5,51
5100864,5.71,3.1,51
5100865,3.93,1.375,51
5100866,4.62,2.5,51
5100868,0.31,0.625,51
5100869,0.33,0.875,51
5100871,3.22,2.125,51
5100872,1.28,7,51
5100874,257.38,2.4,51
5100875,2.89,1.5,51
5100877,1.17,16.8,51
5100880,261.52,14.75,51
5100881,3.11,1.94,51
5100882,6.91,3.75,51
5100883,253.86,18.75,51
5100884,8.37,2,51
5100885,8.02,2,51
5100886,7.8,2,51
5100888,2.1,4,51
5100889,2.02,2.4,51
5100890,0.57,0.75,51
5100891,0.57,2.125,51
5100892,2.46,2,51
5100893,238.59,24.125,51
5100894,6.25,1,51
5100895,5.25,1.5,51
5100896,0.58,0.016,51
5100897,0.59,2,51
5100898,1.12,1.5,51
5100899,0.37,0.875,51
5100900,0.14,1,51
5100903,243.71,1.125,51
5100906,264.97,7.39,51
5100907,1.98,30.67,51
5100910,2.89,11.5,51
5100911,6.94,0,51
5100912,0.84,0.35,51
5100913,4,4,51
5100918,0.95,2.5,51
5100920,10.57,2.5,51
5100921,7.66,13.25,51
5100922,260.9,10,51
5100923,6.32,3.875,51
5100924,8.92,76.8,51
5100925,228.72,10,51
5100926,228.72,2,51
5100927,229.94,4,51
5100929,5.08,1.5,51
5100930,5.46,3.44,51
5100934,1.83,9.7,51
5100936,0.42,6,51
5100937,8.13,2.5,51
5100938,0.12,2,51
5100939,251.9,14.5,51
5100941,2.37,63.5,51
5100948,6.26,20,51
5100949,1.02,2,51
5100950,256.36,9.5,51
5100951,0.71,4,51
5100952,6.25,2.5,51
5100953,7,2,51
5100954,2.95,2.5,51
5100955,3.92,3,51
5100956,241.59,1.5,51
5100958,1.87,400,51
5100959,0.43,49.27,51
5100960,9.84,0,51
5100961,30.98,0.67,51
5100962,8.17,1.375,51
5100963,1.01,1.75,51
5100964,7.07,0.89,51
5100965,4.04,0.75,51
5100966,4.82,2,51
5100967,4.14,0.75,51
5100969,4.96,0.013,51
5100970,0.47,1.94,51
5100971,2.94,2,51
5100972,3.62,0.91,51
5100973,3.22,0.89,51
5100974,264.24,1.25,51
5100979,10.32,3,51
5100980,8.87,1,51
5100981,0.21,0.05,51
5100982,5.68,2.8,51
5100983,0.52,1.5,51
5100984,2.27,1.5,51
5100985,0.39,1,51
5100986,254.47,6.8,51
5100987,0.5,0,51
5100988,293.65,0.08,51
5100989,0.7,2,51
5100993,3.61,2,51
5100994,4.64,2.5,51
5100995,1.56,5,51
5100999,10.56,0.1,51
5101000,293.01,2.1,51
5101001,29.9,0.05,51
5101002,3.19,0.5,51
5101003,1.91,0.1,51
5101006,8.91,1.5,51
5101007,8.13,1.5,51
5101008,,0.1,51
5101010,2.63,5,51
5101011,6.8,1,51
5101012,6.8,1,51
5101013,,0.06,51
5101014,10.09,0,51
5101015,,0.2,51
5101016,,0.2,51
5101017,,0.1,51
5101018,0.89,0.21,51
5101023,1.02,0,51
5101025,,0.031,51
5101026,,0.016,51
5101027,,0,51
5101028,,0.006,51
5101029,,0.006,51
5101030,,0.006,51
5101031,,0.033,51
5101034,,0.02,51
5101035,,0.02,51
5101036,,0.02,51
5101037,,0.0345,51
5101038,,0.0345,51
5101039,,0.05,51
5101040,,0.06,51
5101041,,0.223,51
5101042,,0.05,51
5101043,,0.22,51
5101044,,0.16,51
5101045,0.45,1.5,51
5101046,,0.0007,51
5101047,,0.0668,51
5101048,1.45,1.5,51
5101049,,0.02,51
5101050,,0.02,51
5101051,,0.19,51
5101052,,0.0154,51
5101053,,0.0066,51
5101054,,0.088,51
5101055,,0.009,51
5101056,,0.013,51
5101057,6.17,0,51
5101058,,0.045,51
5101059,,0.067,51
5101060,,0.018,51
5101061,,0.033,51
5101062,,0.0132,51
5101063,3.77,0.212,51
5101064,12.36,0,51
5101065,283.88,0.25,51
5101066,,0.057,51
5101067,,0.071,51
5101068,3.26,2,51
5101069,26.55,0.349,51
5101070,19.64,3511,51
5101071,283.89,3.4,51
5101073,,0.0156,51
5101075,255.88,1.5,51
5101076,0.04,1,51
5101078,,0,51
5101079,0.82,10,51
5101080,,0.062,51
5101081,,3.917,51
5101084,0.44,1.66,51
5101085,2.83,0.0223,51
5101087,,0.002,51
5101088,,0.0154,51
5101089,,0.0223,51
5101090,,0.022,51
5101091,1.61,0.005,51
5101092,0.12,0.0032,51
5101094,,0.011,51
5101095,284.77,0.019,51
5101096,,0.1,51
5101097,,0.07,51
5101098,,0.01,51
5101099,4.42,3,51
5101100,,0.033,51
5101101,,0.033,51
5101102,,0.5,51
5101103,,0.25,51
5101104,,0.25,51
5101105,11.22,0,51
5101106,11.04,0,51
5101107,,0.0334,51
5101108,,0.0223,51
5101109,,0.03,51
5101110,,0.03,51
5101111,,0.002,51
5101112,,0.0223,51
5101113,,0.0111,51
5101114,,0.0045,51
5101115,,0.02,51
5101116,,0.1081,51
5101117,,1.5,51
5101118,282.27,1.233,51
5101119,,0.067,51
5101120,283.87,4.5,51
5101121,,0.0067,51
5101122,,0.133,51
5101123,,0.031,51
5101124,,0.1337,51
5101127,,0.02,51
5101128,,0.1,51
5101129,,0.1,51
5101131,,0.077,51
5101132,,0.0946,51
5101133,,0.022,51
5101134,,0.0176,51
5101135,,0.044,51
5101136,,1.8,51
5101137,,0.077,51
5101138,,0.003,51
5101139,10.82,2,51
5101140,,0.3323,51
5101141,,0.011,51
5101142,284.47,1,51
5101143,,0.029,51
5101144,,0.022,51
5101145,,0.0022,51
5101146,,0.013,51
5101147,,0.0044,51
5101148,228.86,13.84,51
5101149,229.94,13.84,51
5101150,,0.05,51
5101151,,0.121,51
5101152,,0.0264,51
5101153,,0.011,51
5101154,,0.0088,51
5101155,6.25,0.033,51
5101156,,0.018,51
5101157,,0.008,51
5101158,10.66,0,51
5101159,26.2,0.75,51
5101160,20.36,0.22,51
5101161,,0.44,51
5101164,,0.032,51
5101168,,0.445,51
5101169,2.05,3,51
5101170,1.28,4,51
5101171,,0.07,51
5101172,0.27,1,51
5101173,2.05,0.25,51
5101174,1.49,0.25,51
5101175,1.49,0.25,51
5101176,,2,51
5101177,,0,51
5101178,,0,51
5101179,,0,51
5101180,,0,51
5101181,4.08,0.5,51
5101182,,0.031,51
5101183,,0.08,51
5101184,23.06,0,51
5101185,2.93,0.033,51
5101186,0.68,9.5,51
5101187,,1.24,51
5101188,18.03,0,51
5101189,295.3,0.5,51
5101190,295.3,5.4,51
5101191,295.32,2.65,51
5101192,294.98,2,51
5101193,254.95,1,51
5101194,1.23,0.3,51
5101195,21.53,0,51
5101196,21.55,0,51
5101197,0.15,0,51
5101198,26.41,0,51
5101199,26.23,0,51
5101201,,0.1,51
5101202,283.89,0.5,51
5101203,4.89,0,51
5101204,3.47,0,51
5101205,3.28,10.63,51
5101206,,0.0267,51
5101207,,0.044,51
5101208,,0.044,51
5101209,3.08,0,51
5101210,5.51,0,51
5101211,5.5,0,51
5101212,295.3,0,51
5101213,0.62,0,51
5101214,4.11,0,51
5101216,1.88,0,51
5101217,1.47,0,51
5101218,,0.0132,51
5101219,,0.0132,51
5101220,25.16,0,51
5101221,24.55,0,51
5101222,,0.1,51
5101227,,0.22,51
5101228,264.35,0.5,51
5101229,5.43,0,51
5101230,3.62,0,51
5101231,5.48,0,51
5101232,10.3,2.61,51
5101234,6.69,0,51
5101235,1.29,3,51
5101236,19.77,714.5,51
5101237,2.22,295,51
5101239,1.05,2.5,51
5101240,9.75,0.8,51
5101241,0.08,1,51
5101242,21.53,33.08,51
5101243,21.71,0,51
5101244,21.84,0,51
5101245,25.39,8.17,51
5101246,25.44,0.67,51
5101247,0.99,0,51
5101248,0.79,0,51
5101249,2.17,0,51
5101250,6.05,25,51
5101251,3.71,0,51
5101252,4.49,0,51
5101253,3.05,0,51
5101254,4.49,0,51
5101255,11.89,0,51
5101256,3.72,0,51
5101257,6.05,0,51
5101258,2.17,0,51
5101259,1.98,0,51
5101260,2.27,0,51
5101261,3.24,0,51
5101262,2.49,0,51
5101263,29.33,0,51
5101264,0.94,75.67,51
5101265,1.31,0.67,51
5101266,25.32,0.67,51
5101267,11.89,0,51
5101268,12.41,49.67,51
5101269,12.95,66.67,51
5101270,6.94,42.67,51
5101271,6.94,2.54,51
5101272,19.81,1,51
5101273,19.42,5,51
5101274,232.88,0,51
5101275,231.77,0,51
5101276,249.84,3.34,51
5101277,29.9,0,51
5101278,33.75,0,51
5101279,33.75,0,51
5101280,2.81,0,51
5101281,28.27,0,51
5101282,1.6,0.67,51
5101283,6.33,1,51
5101284,19.64,0,51
5101286,3.66,0.5,51
5101288,,0.005,51
5101289,,0.003,51
5101290,,0.001,51
5101291,,0.002,51
5101292,,0.023,51
5101294,0,0.5,51
5101295,248.73,1,51
5101297,266.27,0.33,51
5101298,266.27,0.33,51
5101299,20.53,0,51
5101300,23.93,0,51
5101301,1.22,0,51
5101302,3.76,0.5,51
5101303,,0.01,51
5101304,,0.533,51
5101305,15.37,0,51
5101306,18.3,0,51
5101307,18.84,0,51
5101308,18.84,0,51
5101309,9.59,0.67,51
5101310,4.98,175,51
5101311,0.98,0,51
5101312,6.6,0,51
5101313,23.05,50.67,51
5101315,6.41,12,51
5101316,1.11,0,51
5101322,26.53,0,51
5101324,24.53,0.67,51
5101326,,0.25,51
5101327,25.1,0,51
5101329,1.42,0,51
5101330,1.67,3,51
5101331,0.99,0,51
5101332,0.11,2,51
5101333,243.49,0.5,51
5101334,,0,51
5101335,,0,51
5101336,,0,51
5101337,22.16,0,51
5101338,,0,51
5101339,,0,51
5101340,,0,51
5101341,22.77,0,51
5101342,1.63,0.27,51
5101343,5.64,1,51
5101345,,0.05,51
5101346,,0.15,51
5101347,0.36,1,51
5101348,3.86,0,51
5101349,5.42,0.3535,51
5101351,4.07,5,51
5101352,3.63,5,51
5101353,3.36,5,51
5101354,2.94,5,51
5101355,296.67,0.542,51
5101356,300.15,0.3,51
5101357,299.44,7.75,51
5101358,297.98,1.2,51
5101359,298.76,6.6,51
5101360,6.36,3.5,51
5101361,280.71,0.072,51
5101362,280.71,0.072,51
5101363,274.23,0.016,51
5101366,0.93,0.25,51
5101367,0,1,51
5101368,3.75,0.89,51
5101369,3.78,0,51
5101370,,0,51
5101371,26.08,0,51
5101372,3.1,0,51
5101373,7.92,0,51
5101374,250.92,0.25,51
5101375,250.92,0.25,51
5101376,5.53,0,51
5101377,2.64,0,51
5101378,17.83,0,51
5101379,17.77,0,51
5101381,3.86,0,51
5101382,1.52,0,51
5101383,,0.011,51
5101384,,0,51
5101385,,0,51
5101386,,0,51
5101387,,0,51
5101388,,0,51
5101389,,0,51
5101390,,0,51
5101391,,0.033,51
5101392,,0.033,51
5101393,,0.033,51
5101394,,0,51
5101395,,0,51
5101396,,0,51
5101397,,0,51
5101398,,0.033,51
5101399,5.62,0,51
5101401,3.81,0,51
5101402,,0.0526,51
5101403,25.52,0,51
5101404,278.01,0,51
5101405,249.09,0,51
5101406,25.39,0,51
5101407,19.24,0,51
5101408,6.32,1,51
5101409,6.29,0,51
5101410,5.56,0,51
5101415,0.67,0.67,51
5101416,0.67,0,51
5101417,5.44,0,51
5101418,248.77,1,51
5101500,7.77,0,51
5101501,7.02,0,51
5101502,5.88,0,51
5101503,2.23,0,51
5101504,2.03,0,51
5102000,13.33,0.5,51
5102001,24.26,2,51
5102002,26.36,1,51
5102003,14,2,51
5102004,13.46,1,51
5102005,13.41,1,51
5102006,15.56,0.5,51
5102007,18.51,1,51
5102008,19.98,1,51
5102009,21.18,1,51
5102010,23.45,0.5,51
5102011,23.66,0.5,51
5102012,11.73,12,51
5102013,0.11,1,51
5102014,15.93,32,51
5102015,0,6,51
5102016,21.54,28,51
5102017,0.02,4,51
5102018,33.75,1,51
5102019,33.65,2,51
5102020,33.49,2,51
5102021,33.47,1,51
5102022,0,3,51
5102023,25.51,10,51
5102024,6.85,7,51
5102025,7.71,5,51
5102026,7.79,4,51
5102027,26,12,51
5102028,25.62,15,51
5102029,27.41,9,51
5102030,28.67,2,51
5102031,28.64,7,51
5102032,31.34,6,51
5102033,31.28,5,51
5102034,33.58,2,51
5102035,25.62,25,51
5102036,226.65,150,51
5102037,242.9,135,51
5102038,257.46,90,51
5102039,5.74,57,51
5102040,292.61,16,51
5102041,291.09,220,51
5102042,16.09,28,51
5102043,12.89,10,51
5102044,3.72,1560,51
5102045,4.3,35,51
5102046,295.58,17,51
5102047,3.22,242,51
5102048,4.1,24,51
5102049,2.74,1,51
5102050,6.41,3,51
5102051,2.37,0.5,51
5102052,4.34,0.5,51
5102053,0.01,1,51
5102054,2.13,3,51
5102055,4.33,1,51
5102056,0.02,1,51
5102057,1.79,1,51
5102058,0,1.5,51
5102059,0.01,1,51
5102060,0.01,2.5,51
5102061,0.01,1.5,51
5102062,9.02,2.5,51
5102063,0.14,1,51
5102064,272.56,0.46,51
5102065,272.56,0.15,51
5102066,0.01,1.18,51
5102067,24.26,5,51
5102068,277.89,18,51
5102069,272.61,50,51
5102070,6.37,20,51
5102071,8.49,0.75,51
5102072,27.73,2,51
5102073,5.64,0.5,51
5102074,6.65,3.75,51
5102075,4.96,4.5,51
5102076,0.42,8,51
5102077,6.66,2,51
5102078,2.58,2,51
5102079,6.78,1.5,51
5102080,5.57,1.5,51
5102081,4.14,1.5,51
5102082,0.95,4,51
5102083,12.96,3.5,51
5102084,27.46,6,51
5102085,15.25,4,51
5102086,12.2,3.5,51
5102087,1.61,3,51
5102088,0.01,3,51
5102089,266.25,40,51
5102090,1.25,6,51
5102091,5.76,10,51
5102092,4.98,2.5,51
5102093,0,5,51
5102094,3.04,4.5,51
5102095,4.98,6,51
5102096,18.87,11,51
5102097,0.01,1.5,51
5102098,3.08,3,51
5102099,10.5,3,51
5102100,7.75,4,51
5102101,2.43,7,51
5102102,0,8,51
5102103,9.58,6,51
5102104,0.43,6,51
5102105,8.03,2.5,51
5102106,0,1,51
5102107,8.32,4,51
5102108,26.01,8,51
5102109,13.94,17,51
5102110,5.53,3.5,51
5102111,5.76,11,51
5102112,4.41,11,51
5102113,13.59,17,51
5102114,13.59,30,51
5102115,14,30,51
5102116,16.09,4.5,51
5102117,2.25,1.2,51
5102118,3.06,2.75,51
5102119,2.72,0.45,51
5102148,4.11,2.1,51
5103500,0.94,5.17,51
5103501,4.86,8,51
5103502,1.14,12,51
5103503,,3.91,51
5103504,,0,51
5103505,,4,51
5103506,3.75,12.18,51
5103507,3.05,0,51
5103508,4.09,19.53,51
5103509,12.33,0,51
5103515,10.04,2.06,51
5103516,3.65,2.55,51
5103517,3.65,3.1,51
5103518,3.6,0.92,51
5103521,2.23,2.4,51
5103522,8.19,1.5,51
5103523,5.45,3,51
5103524,0.09,0,51
5103525,,2,51
5103526,0,26.8,51
5103527,0.31,10,51
5103528,15.28,1,51
5103529,0.24,4.24,51
5103530,2.27,2,51
5103532,10.4,0,51
5103533,,0,51
5103534,4.16,60,51
5103535,1.15,1.2,51
5103536,0.96,3,51
5103537,4.22,5.25,51
5103538,1.22,1.5,51
5103539,3.93,8.5,51
5103540,0.41,0,51
5103541,2.25,0,51
5103542,2.84,0,51
5103546,0.11,0.7,51
5103549,0.83,0,51
5103550,3.75,11.2,51
5103551,0.86,0,51
5103552,1.3,33.55,51
5103553,2.43,0,51
5103554,2.58,0,51
5103555,1.99,0,51
5103556,2.59,0,51
5103557,2.59,0,51
5103558,20.51,0,51
5103559,,0,51
5103560,,0,51
5103561,,0,51
5103562,,0,51
5103563,,0,51
5103564,,0,51
5103565,,0,51
5103566,,0,51
5103567,,0,51
5103568,20.59,94,51
5103569,20.54,70,51
5103570,1.01,0,51
5103571,8.28,20.52,51
5103572,8,0,51
5103573,2.55,0,51
5103574,24.5,0,51
5103575,1.49,0.2,51
5103576,2.14,0,51
5103577,2.13,0,51
5103578,1.49,0,51
5103579,1.52,0,51
5103580,1.49,0,51
5103581,1.52,0,51
5103582,2.13,0,51
5103583,2.13,0,51
5103584,1.51,0,51
5103585,2.13,0,51
5103586,1.51,0,51
5103587,1.46,0.13,51
5103588,1.13,0,51
5103589,1.13,0,51
5103591,266.29,0,51
5103592,1.22,0,51
5103593,,0,51
5103594,,0,51
5103595,3.27,2.15,51
5103596,282.28,7.2,51
5103597,3.04,0.94,51
5103598,3.04,0.22,51
5103599,1.11,0,51
5103602,,0,51
5103603,1.29,20.9,51
5103604,0.38,3.35,51
5103605,21.78,0,51
5103606,25.52,0,51
5103607,259.99,0,51
5103608,259.08,0,51
5103609,258.93,0,51
5103610,259.62,0,51
5103611,,0,51
5103612,0.93,0,51
5103613,1.01,0,51
5103614,261.12,0,51
5103615,260.02,0,51
5103616,260,0,51
5103617,,0,51
5103622,1.62,3.76,51
5103623,,0,51
5103624,1.83,0,51
5103625,25.1,0,51
5103626,272.23,4.4,51
5103627,,0,51
5103628,4.98,0,51
5103630,272.2,1.5,51
5103645,,1,51
5103646,1.72,16.64,51
5103652,5.33,2.27,51
5103654,6.25,39.08,51
5103656,6.32,24.82,51
5103657,1.25,0,51
5103658,6.73,1.28,51
5103659,8.33,12.68,51
5103660,1.97,61.2,51
5103661,8.09,26.16,51
5103662,12.03,8,51
5103663,2.44,37.86,51
5103664,2.41,33.64,51
5103665,3.31,116.7,51
5103666,7.47,12.09,51
5103676,1.2,44.81,51
5103677,4.28,3.91,51
5103678,2.93,5,51
5103679,5.31,64.97,51
5103680,7.5,40,51
5103681,3.97,24.75,51
5103682,291.1,1.91,51
5103683,2.12,14.86,51
5103684,3.93,36.3,51
5103686,8.03,5100,51
5103687,4.42,120,51
5103688,4.94,312.17,51
5103689,4.97,0,51
5103690,1.71,0,51
5103693,2.15,193,51
5103694,5.93,321.8,51
5103695,272.87,19669,51
5103696,3.46,12.23,51
5103700,7.4,0,51
5103701,6.18,1133.74,51
5103704,11.97,0,51
5103706,3.89,0,51
5103709,2.22,187274,51
5103710,3.8,10553,51
5103713,12.25,14.14,51
5103714,6.94,15.1,51
5103715,3.43,0,51
5103716,0.97,8,51
5103720,29.9,1.884,51
5103721,5.11,0,51
5103724,4,3,51
5103725,2.96,5,51
5103726,2.98,8,51
5103730,8.49,8.23,51
5103732,5.64,170,51
5103736,0.61,0,51
5103737,2.21,3.5,51
5103738,3.7,0,51
5103739,19.57,33.76,51
5103740,19.3,4.5,51
5103742,257.47,445,51
5103744,21.64,0,51
5103745,0.33,52.2,51
5103746,248.77,5,51
5103747,6.71,30,51
5103748,8.48,3,51
5103750,15.28,5.5,51
5103751,18.3,0,51
5103752,3.42,1127.35,51
5103755,3.81,138.6,51
5104006,2.28,125,51
5104007,5.59,4.74,51
5104008,5.5,2.28,51
5104010,7.65,13.5,51
5104012,1.42,86.12,51
5104013,0.18,3.37,51
5104015,0.74,0,51
5104018,0,0.65,51
5104019,0,1.05,51
5104020,3.9,34.88,51
5104021,3.19,2.21,51
5104022,1.83,1.4,51
5104023,1.76,3.8,51
5104024,5.46,19.7,51
5104025,8.68,1,51
5104026,7.91,2,51
5104027,8.7,0.6,51
5104028,7.91,0.6,51
5104029,7.87,2.5,51
5104030,7.65,2.5,51
5104032,0.89,1.5,51
5104033,6.46,10.4,51
5104034,6.39,0,51
5104037,7.42,6,51
5104038,282.27,3,51
5104039,255.84,2.98,51
5104040,3.9,14.3,51
5104041,4,3.89,51
5104042,4.2,4.47,51
5104043,4.26,4.89,51
5104044,9.09,0,51
5104045,10.68,0,51
5104046,,33.08,51
5104047,283.81,39,51
5104048,1.29,9,51
5104049,1.33,8.2,51
5104051,281.45,116.1,51
5104052,,17.3,51
5104053,263.68,11.5,51
5104054,10.49,7,51
5104055,266.45,543758,51
5104056,0.67,0,51
5104057,0.06,5,51
5104058,5.21,0,51
5104059,231.02,0,51
5104060,0.31,8,51
5104061,9.31,0,51
5104062,1.51,1.1,51
5104063,7.41,0,51
5104064,7.42,0,51
5104065,6.67,0,51
5104066,9.16,0,51
